index,ArticleID,JEL
16027,4521,R11
16028,4521,R23
16029,4521,R41
16030,4522,D72
16031,4523,D12
16032,4523,D14
16033,4523,D81
16034,4524,F35
16035,4524,H41
16036,4524,I18
16037,4524,O15
16038,4524,O19
16039,4524,O33
16040,4525,D12
16041,4525,D82
16042,4525,J16
16043,4526,L11
16044,4527,J31
16045,4527,J65
16046,4528,D72
16047,4528,D83
16048,4528,L82
16049,4529,I21
16050,4529,O15
16051,4530,I12
16052,4530,O15
16053,4530,O47
16054,4531,K11
16055,4531,L82
16056,4531,O33
16057,4532,L11
16058,4532,O12
16059,4532,O13
16060,4532,Q22
16061,4533,E62
16062,4533,H21
16063,4533,H23
16064,4534,J22
16065,4545,L25
16066,4545,M10
16067,4546,D72
16068,4547,D72
16069,4547,E60
16070,4548,J63
16071,4548,J64
16072,4548,J65
16073,4549,J22
16074,4549,O15
16075,4549,O18
16076,4549,R23
16077,4550,I21
16078,4550,J45
16079,4551,D73
16080,4551,K42
16081,4551,O17
16082,4552,H55
16083,4554,L25
16084,4554,M11
16085,4554,O33
16086,4555,D14
16087,4555,H24
16088,4557,G34
16089,4557,N24
16090,4557,N44
16091,4557,N64
16092,4558,N37
16093,4558,O10
16094,4559,J15
16095,4559,R23
16096,4560,J15
16097,4560,J23
16098,4560,J24
16099,4560,L81
16100,4560,M12
16101,4560,M51
16102,4561,I21
16103,4561,J13
16104,4562,D72
16105,4562,J15
16106,4563,E44
16107,4563,O16
16108,4563,O47
16109,4564,I12
16110,4564,J13
16111,4564,K42
16112,4565,I12
16113,4565,J13
16114,4565,K42
16115,4566,G32
16116,4566,M12
16117,4566,M52
16118,4567,F12
16119,4567,F14
16120,4568,F16
16121,4568,O15
16122,4568,O19
16123,4569,F13
16124,4569,F14
16125,4570,D83
16126,4570,M37
16127,4571,D11
16128,4571,D83
16129,4572,A12
16130,4572,D83
16131,4573,D72
16132,4573,D73
16133,4574,J21
16134,4574,N33
16135,4574,N63
16136,4574,Z13
16137,4575,I11
16138,4575,K13
16139,4576,Z12
16140,4577,E31
16141,4577,E52
16142,4578,J24
16143,4578,J31
16144,4578,J71
16145,4579,D63
16146,4579,D71
16147,4580,D83
16148,4580,J13
16149,4581,G18
16150,4581,L51
16151,4581,P21
16152,4582,J16
16153,4582,J31
16154,4582,J71
16155,4582,P36
16156,4583,D72
16157,4583,I12
16158,4583,J16
16159,4583,N11
16160,4583,N12
16161,4584,E31
16162,4585,D64
16163,4585,D74
16164,4585,Z13
16165,4586,Q52
16166,4586,R21
16167,4587,G31
16168,4587,G32
16169,4587,J16
16170,4587,L25
16171,4587,O16
16172,4588,H75
16173,4588,I21
16174,4588,I28
16175,4589,E21
16176,4589,E31
16177,4590,N33
16178,4590,N43
16179,4590,Z12
16180,4591,F32
16181,4591,G11
16182,4591,G15
16183,4592,F13
16184,4592,F15
16185,4592,O19
16186,4592,O24
16187,4593,K42
16188,4593,L14
16189,4593,L67
16190,4593,O17
16191,4593,O34
16192,4593,P31
16193,4593,P37
16194,4594,L11
16195,4594,L93
16196,4595,C78
16197,4595,D86
16198,4595,G32
16199,4595,G33
16200,4595,L93
16201,4596,G10
16202,4596,G14
16203,4596,G34
16204,4598,H76
16205,4598,J13
16206,4598,K42
16207,4599,F23
16208,4599,M10
16209,4599,O16
16210,4599,O33
16211,4600,D12
16212,4600,D14
16213,4600,D83
16214,4600,D91
16215,4600,E21
16216,4601,C73
16217,4601,D82
16218,4602,D81
16219,4602,D86
16220,4604,I12
16221,4604,I21
16222,4604,J16
16223,4604,O15
16224,4605,D72
16225,4605,H73
16226,4605,R11
16227,4606,D03
16228,4606,D60
16229,4606,D80
16230,4607,D12
16231,4607,E21
16232,4607,J15
16233,4608,O10
16234,4608,O33
16235,4608,O47
16236,4608,Z12
16237,4608,Z13
16238,4609,J24
16239,4609,N33
16240,4609,Z12
16241,4610,I11
16242,4610,I12
16243,4610,I18
16244,4611,E31
16245,4611,L11
16246,4611,L15
16247,4612,D12
16248,4612,K42
16249,4612,L82
16250,4613,I11
16251,4613,I18
16252,4613,O15
16253,4613,O18
16254,4613,R23
16255,4614,I12
16256,4614,J13
16257,4614,J31
16258,4615,D12
16259,4615,D64
16260,4615,D81
16261,4616,D31
16262,4616,J24
16263,4616,J31
16264,4616,O33
16265,4617,D44
16266,4618,G12
16267,4618,G31
16268,4618,G32
16269,4619,J16
16270,4619,L82
16271,4619,O15
16272,4619,Z13
16273,4620,F14
16274,4620,F23
16275,4620,Z12
16276,4620,Z13
16277,4621,O15
16278,4621,P49
16279,4621,Z12
16280,4622,F21
16281,4622,F23
16282,4622,G31
16283,4622,G32
16284,4622,O33
16285,4623,E31
16286,4623,L11
16287,4623,O11
16288,4623,O33
16289,4624,I12
16290,4624,J31
16291,4624,J63
16292,4624,L25
16293,4625,D85
16294,4625,D86
16295,4625,O15
16296,4625,Z13
16297,4626,J13
16298,4626,J22
16299,4626,J31
16300,4626,J32
16301,4627,E31
16302,4627,E41
16303,4627,E51
16304,4627,E52
16305,4628,H22
16306,4628,H25
16307,4628,H26
16308,4628,H71
16309,4629,L60
16310,4629,O14
16311,4629,O47
16312,4629,P23
16313,4629,P24
16314,4630,D14
16315,4630,G21
16316,4630,R31
16317,4631,D72
16318,4631,J16
16319,4631,O15
16320,4631,O17
16321,4632,J12
16322,4632,J16
16323,4632,N31
16324,4632,N32
16325,4632,N33
16326,4632,N34
16327,4632,O33
16328,4633,G34
16329,4633,M12
16330,4633,M52
16331,4634,D14
16332,4634,J32
16333,4635,E32
16334,4635,E42
16335,4635,N11
16336,4635,N21
16337,4635,N51
16338,4635,Q11
16339,4636,I12
16340,4636,I21
16341,4636,Q51
16342,4637,C71
16343,4637,C73
16344,4638,C73
16345,4638,D64
16346,4638,Z13
16347,4639,I23
16348,4639,L82
16349,4640,E23
16350,4640,E24
16351,4640,J24
16352,4640,L16
16353,4640,O47
16354,4641,H75
16355,4641,I21
16356,4641,J45
16357,4642,H74
16358,4642,H75
16359,4642,H76
16360,4642,I21
16361,4642,J15
16362,4642,R23
16363,4642,R31
16364,4643,G21
16365,4643,M31
16366,4643,M37
16367,4643,O16
16368,4644,G21
16369,4645,D72
16370,4645,E52
16371,4645,E58
16372,4646,J15
16373,4646,R23
16374,4646,R31
16375,4647,H52
16376,4647,H75
16377,4647,I28
16378,4647,J15
16379,4648,E43
16380,4648,E52
16381,4649,D31
16382,4649,J31
16383,4649,N32
16384,4650,D21
16385,4651,I21
16386,4651,J24
16387,4651,J31
16388,4652,A14
16389,4652,I23
16390,4652,Z13
16391,4653,I11
16392,4653,I12
16393,4653,I18
16394,4653,J13
16395,4654,D64
16396,4654,H21
16397,4654,H24
16398,4654,H71
16399,4655,F14
16400,4655,L11
16401,4656,D12
16402,4656,L11
16403,4656,L81
16404,4657,N41
16405,4657,N51
16406,4657,P14
16407,4657,Q15
16408,4658,O17
16409,4658,Z13
16410,4659,F12
16411,4660,C90
16412,4660,D12
16413,4660,D44
16414,4661,D72
16415,4661,H11
16416,4661,L51
16417,4661,O17
16418,4661,Z13
16419,4662,F14
16420,4662,F15
16421,4662,L21
16422,4663,I23
16423,4663,J16
16424,4663,J44
16425,4664,F14
16426,4664,F17
16427,4664,F31
16428,4664,F37
16429,4664,O19
16430,4664,P33
16431,4665,D81
16432,4665,D82
16433,4665,G21
16434,4665,G28
16435,4666,Q24
16436,4666,R11
16437,4666,R31
16438,4667,H75
16439,4667,I21
16440,4667,I28
16441,4668,J12
16442,4668,K36
16443,4668,O17
16444,4668,P48
16445,4668,Z12
16446,4669,D82
16447,4669,G22
16448,4669,J32
16449,4669,L61
16450,4670,D83
16451,4670,D87
16452,4671,E23
16453,4671,E31
16454,4671,E32
16455,4671,L11
16456,4672,D03
16457,4672,D11
16458,4672,D83
16459,4673,G11
16460,4673,G23
16461,4673,J33
16462,4673,M52
16463,4674,D72
16464,4674,H56
16465,4674,K42
16466,4675,D02
16467,4675,D72
16468,4675,H11
16469,4676,I32
16470,4676,O15
16471,4677,D31
16472,4677,F22
16473,4677,J11
16474,4677,N10
16475,4677,O11
16476,4678,G24
16477,4678,G34
16478,4679,F13
16479,4679,F14
16480,4679,L11
16481,4680,D82
16482,4680,J33
16483,4680,M12
16484,4680,M52
16485,4681,D74
16486,4681,D82
16487,4681,F51
16488,4681,H56
16489,4682,J15
16490,4682,L83
16491,3508,Q23
16492,3509,D83
16493,3509,E62
16494,3509,E65
16495,3509,H54
16496,3510,F12
16497,3510,F41
16498,3510,L15
16499,3511,D81
16500,3512,D74
16501,3512,F12
16502,3513,D86
16503,3514,D83
16504,3515,D83
16505,3515,E65
16506,3515,H54
16507,3516,D91
16508,3516,G21
16509,3517,D12
16510,3517,D23
16511,3517,I12
16512,3518,Z13
16513,3519,D64
16514,3519,D83
16515,3521,N30
16516,3521,N90
16517,3521,O13
16518,3521,R12
16519,3522,J23
16520,3522,J24
16521,3522,J61
16522,3522,O33
16523,3523,G33
16524,3524,H24
16525,3524,H31
16526,3524,J22
16527,3527,C62
16528,3529,N44
16529,3529,N94
16530,3529,P25
16531,3529,P27
16532,3531,D31
16533,3531,D64
16534,3531,E23
16535,3531,N13
16536,3531,N14
16537,3531,N33
16538,3531,N34
16539,3532,F14
16540,3532,F15
16541,3532,L11
16542,3533,K41
16543,3534,D72
16544,3534,O17
16545,3535,H76
16546,3535,R42
16547,3537,J16
16548,3538,D72
16549,3538,D83
16550,3538,F23
16551,3538,G12
16552,3538,O17
16553,3539,L11
16554,3543,L82
16555,3543,N73
16556,3543,R11
16557,3540,J13
16558,3541,F23
16559,3541,F41
16560,3541,G01
16561,3544,K42
16562,3547,L24
16563,3548,I21
16564,3548,J24
16565,3550,D21
16566,3550,D43
16567,3551,L82
16568,3553,O18
16569,3553,R32
16570,3554,D74
16571,3554,Q34
16572,3555,G12
16573,3555,G14
16574,3555,J16
16575,3555,L25
16576,3556,D64
16577,3556,L31
16578,3557,O19
16579,3557,P33
16580,3558,H24
16581,3558,H25
16582,3558,H31
16583,3558,H32
16584,3558,J22
16585,3558,L25
16586,3559,D11
16587,3559,D21
16588,3559,L51
16589,3560,E32
16590,3560,E44
16591,3560,E52
16592,3561,H51
16593,3561,I18
16594,3562,D82
16595,3562,G21
16596,3562,K11
16597,3562,O17
16598,3562,P14
16599,3563,L25
16600,3564,G32
16601,3565,E32
16602,3567,N91
16603,3567,N92
16604,3567,R23
16605,3571,R11
16606,3572,H11
16607,3574,J15
16608,3574,K42
16609,3575,I23
16610,3575,J24
16611,3575,J44
16612,3575,P39
16613,3576,F14
16614,3576,L26
16615,3577,H52
16616,3577,I23
16617,3577,I28
16618,3578,D44
16619,3579,J15
16620,3579,N43
16621,3579,N44
16622,3579,Z12
16623,3580,I13
16624,3580,I18
16625,3580,I38
16626,3582,E62
16627,3582,G35
16628,3582,H32
16629,3582,N12
16630,3582,N22
16631,3583,E12
16632,3583,E23
16633,3583,E44
16634,3583,N12
16635,3584,E32
16636,3506,D02
16637,3506,O17
16638,3506,O19
16639,3506,O43
16640,3507,F23
16641,3507,G31
16642,3507,J23
16643,3507,L21
16644,3507,L25
16645,3507,O14
16646,3507,Z13
16647,3585,L94
16648,3585,L98
16649,3586,C70
16650,3586,D83
16651,3587,D23
16652,3587,M31
16653,3588,G20
16654,3588,J24
16655,3588,J31
16656,3588,M12
16657,3589,C73
16658,3590,H54
16659,3590,L13
16660,3590,O31
16661,3590,O34
16662,3590,O38
16663,3591,D22
16664,3591,D84
16665,3591,E13
16666,3591,G31
16667,3591,G32
16668,3591,G34
16669,3592,O13
16670,3592,O17
16671,3592,O18
16672,3592,Q23
16673,3592,Q57
16674,3593,D82
16675,3594,D24
16676,3594,G31
16677,3594,L11
16678,3594,L25
16679,3594,M10
16680,3596,J41
16681,3596,O15
16682,3596,P36
16683,3597,J24
16684,3597,L16
16685,3597,L60
16686,3598,J31
16687,3599,D11
16688,3599,D12
16689,3600,J22
16690,3600,J24
16691,3600,L26
16692,3600,O15
16693,3600,Z13
16694,3601,D51
16695,3601,D52
16696,3601,E13
16697,3602,K42
16698,3603,D92
16699,3603,L93
16700,3604,D82
16701,3604,D83
16702,3605,G32
16703,3605,L25
16704,3606,H21
16705,3606,H23
16706,3606,H24
16707,3606,J24
16708,3607,D72
16709,3607,D83
16710,3608,J13
16711,3608,J24
16712,3609,J23
16713,3609,J41
16714,3609,J63
16715,3610,D72
16716,3610,H11
16717,3611,H23
16718,3611,H24
16719,3611,O23
16720,3612,D83
16721,3612,N50
16722,3612,Z13
16723,3613,J24
16724,3613,J41
16725,3613,R23
16726,3616,L26
16727,3616,R11
16728,3616,R12
16729,3616,R23
16730,3616,Z13
16731,3617,G01
16732,3618,D91
16733,3618,I31
16734,3618,J12
16735,3618,J24
16736,3618,O17
16737,3619,F34
16738,3620,K42
16739,3621,D02
16740,3621,Z13
16741,3622,D82
16742,3622,J24
16743,3622,R23
16744,3623,F13
16745,3623,F14
16746,3623,F15
16747,3624,F12
16748,3625,L71
16749,3625,Q35
16750,3626,J41
16751,3626,J44
16752,3627,D31
16753,3627,R23
16754,3627,R31
16755,3629,J31
16756,3629,J64
16757,3629,Q51
16758,3629,Q53
16759,3629,Q58
16760,3629,R23
16761,3630,G12
16762,3631,L51
16763,3631,O13
16764,3631,O14
16765,3631,Q52
16766,3631,Q53
16767,3631,Q58
16768,3632,D31
16769,3632,J11
16770,3632,J61
16771,3632,R23
16772,3633,H75
16773,3633,I21
16774,3633,I28
16775,3633,J15
16776,3633,K42
16777,3634,E23
16778,3634,E32
16779,3634,E52
16780,3634,E62
16781,3635,N42
16782,3635,R23
16783,3636,D02
16784,3636,J15
16785,3636,O17
16786,3636,O18
16787,3636,R11
16788,3636,R23
16789,3637,E51
16790,3637,I38
16791,3638,D82
16792,3638,G01
16793,3638,G21
16794,3638,G32
16795,3638,J23
16796,3638,L25
16797,3639,J24
16798,3639,L16
16799,3639,O33
16800,3640,H24
16801,3640,J31
16802,3642,D81
16803,3642,I38
16804,3643,J22
16805,3643,J24
16806,3643,L16
16807,3644,I38
16808,3644,J16
16809,3644,J23
16810,3644,M13
16811,3644,O15
16812,3645,L11
16813,3646,Z13
16814,3647,L51
16815,3649,G22
16816,3649,I13
16817,3649,J64
16818,3649,R23
16819,3650,D72
16820,3650,F14
16821,3650,N73
16822,3651,I23
16823,3651,K00
16824,3651,N43
16825,3652,F31
16826,3652,F33
16827,3652,L11
16828,3652,L81
16829,3654,F11
16830,3654,J24
16831,3655,H75
16832,3656,E22
16833,3656,E23
16834,3656,O41
16835,3657,D14
16836,3657,D31
16837,3657,E21
16838,3657,H24
16839,3657,J26
16840,3658,D24
16841,3658,G31
16842,3658,L11
16843,3658,L60
16844,3658,O14
16845,3659,D24
16846,3659,O33
16847,3659,Q12
16848,3660,H54
16849,3660,R15
16850,3660,R53
16851,3661,D91
16852,3662,E21
16853,3662,E22
16854,3662,E23
16855,3662,E25
16856,3662,E44
16857,3662,N10
16858,3662,O47
16859,3663,I12
16860,3663,I18
16861,3663,I32
16862,3663,J12
16863,3663,J13
16864,3663,J14
16865,3664,D74
16866,3664,J15
16867,3664,K42
16868,3664,L82
16869,3664,O17
16870,3664,O18
16871,3664,Z13
16872,3665,D01
16873,3665,D11
16874,3665,D83
16875,3666,D31
16876,3666,D91
16877,3666,I24
16878,3666,J24
16879,3666,J62
16880,3666,R23
16881,3666,Z13
16882,3667,M54
16883,3669,D11
16884,3669,D60
16885,3669,D83
16886,3669,I31
16887,3670,F14
16888,3670,J22
16889,3670,J28
16890,3670,L60
16891,3671,H24
16892,3671,J24
16893,3672,J15
16894,3672,L14
16895,3672,M54
16896,3672,O15
16897,9263,D12
16898,9263,D91
16899,9263,R21
16900,9263,R31
16901,9264,D22
16902,9264,D92
16903,9264,E22
16904,9264,G31
16905,9264,L11
16906,9264,L92
16907,9266,J28
16908,9266,O12
16909,9266,O14
16910,9266,P31
16911,9266,P36
16912,9267,D24
16913,9267,O12
16914,9267,P31
16915,9267,P36
16916,9267,Z13
16917,9268,F52
16918,9268,O13
16919,9268,O17
16920,9269,K11
16921,9269,L25
16922,9269,L60
16923,9270,D84
16924,9270,L62
16925,9270,Q54
16926,9271,D83
16927,9271,G31
16928,9271,H25
16929,9271,L11
16930,9272,I14
16931,9272,I24
16932,9272,J13
16933,9272,R23
16934,9272,R38
16935,9290,E23
16936,9290,E32
16937,9290,J22
16938,9290,J23
16939,9291,D13
16940,9291,J22
16941,9291,J31
16942,9292,E23
16943,9292,I31
16944,9292,O11
16945,9292,O47
16946,9294,I21
16947,9294,I26
16948,9294,I31
16949,9294,J24
16950,9294,O18
16951,9295,I21
16952,9295,J13
16953,9295,J24
16954,9295,K41
16955,9295,K42
16956,9296,J28
16957,9296,J31
16958,9296,L25
16959,9296,O34
16960,9297,D86
16961,9297,H51
16962,9297,I13
16963,9297,I18
16964,9297,L11
16965,9297,L65
16966,9298,E62
16967,9298,H50
16968,9298,H70
16969,9299,D83
16970,9603,H75
16971,9603,I22
16972,9603,I28
16973,9603,O18
16974,9604,D91
16975,9604,J22
16976,9605,L98
16977,9605,Q48
16978,9605,Q51
16979,9605,Q58
16980,9606,D12
16981,9606,D22
16982,9606,D82
16983,9606,I11
16984,9606,I12
16985,9606,L65
16986,9607,F23
16987,9607,G15
16988,9607,G21
16989,9607,G23
16990,9607,H63
16991,9608,D22
16992,9608,G21
16993,9608,L81
16994,9608,L84
16995,9609,C93
16996,9609,D12
16997,9609,Z13
16998,9610,E23
16999,9610,E24
17000,9611,C78
17001,9611,D13
17002,9611,J24
17003,9611,O15
17004,9612,D72
17005,9612,F23
17006,9612,N43
17007,9612,P14
17008,2534,F13
17009,2534,F14
17010,2674,D11
17011,2674,D43
17012,2776,J33
17013,4872,F31
17014,4902,J16
17015,4902,J21
17016,4903,J23
17017,4903,J24
17018,4903,J31
17019,4903,L24
17020,4903,M55
17021,4903,P33
17022,4905,D72
17023,4905,H54
17024,4908,G21
17025,4908,G28
17026,4908,G33
17027,4910,L11
17028,4910,L14
17029,4911,I21
17030,4911,J16
17031,4912,G10
17032,4914,J11
17033,4914,J24
17034,4914,N33
17035,4914,N34
17036,4915,O15
17037,4915,Z13
17038,4916,K13
17039,4923,D72
17040,4923,F13
17041,4923,F16
17042,4925,L11
17043,4925,L82
17044,4926,E13
17045,4926,E23
17046,4926,E31
17047,4929,D82
17048,4929,E60
17049,4931,D61
17050,4931,D63
17051,4936,J22
17052,4936,J24
17053,4936,L60
17054,4936,O47
17055,4939,L12
17056,4939,L61
17057,4940,D23
17058,4940,D21
17059,4942,I12
17060,4944,F13
17061,4944,K33
17062,9547,E32
17063,9547,L26
17064,9547,O32
17065,9547,O47
17066,9597,E32
17067,9597,F41
17068,9598,I21
17069,9598,O15
17070,9598,I28
17071,2,Q20
17072,17,D81
17073,20,C72
17074,20,C73
17075,39,C14
17076,39,C51
17077,55,D82
17078,55,D43
17079,60,C30
17080,62,E32
17081,62,D40
17082,62,E31
17083,64,C32
17084,70,G12
17085,75,D51
17086,75,C62
17087,77,O33
17088,77,D83
17089,85,C52
17090,85,C22
17091,92,C22
17092,114,D52
17093,116,D82
17094,116,D42
17095,116,D21
17096,121,D81
17097,134,C72
17098,157,D90
17099,160,D71
17100,160,D51
17101,180,C62
17102,180,D50
17103,203,C60
17104,203,C72
17105,204,O34
17106,204,O31
17107,209,C32
17108,212,C72
17109,212,D83
17110,221,C22
17111,226,D00
17112,226,D71
17113,227,C72
17114,241,C73
17115,241,D83
17116,242,C73
17117,246,C32
17118,246,C22
17119,248,D81
17120,248,D11
17121,256,C72
17122,256,D71
17123,279,D43
17124,279,L13
17125,284,O41
17126,284,O31
17127,285,D81
17128,285,D11
17129,292,C22
17130,329,D71
17131,329,D72
17132,346,D82
17133,346,D71
17134,2468,J52
17135,2468,J51
17136,2468,C78
17137,3680,O41
17138,3680,E32
17139,3681,C73
17140,3681,D83
17141,3687,C13
17142,3703,C22
17143,3705,L93
17144,3705,L13
17145,3705,L11
17146,3705,D43
17147,3708,C14
17148,3710,C78
17149,3711,L14
17150,3712,E31
17151,3712,E41
17152,3712,E52
17153,3722,G10
17154,3722,D82
17155,3735,C25
17156,3735,C22
17157,3764,D81
17158,3770,C73
17159,3824,D44
17160,3824,D83
17161,3824,C72
17162,3827,D52
17163,3827,E44
17164,3827,D81
17165,3827,E21
17166,3839,D81
17167,3839,G12
17168,3846,C53
17169,3846,G15
17170,3846,G12
17171,3866,C70
17172,3866,D80
17173,3885,C22
17174,3913,D11
17175,3983,C73
17176,3984,I21
17177,4020,D82
17178,4021,D40
17179,4021,G14
17180,4054,D51
17181,4054,D52
17182,4054,D83
17183,4054,D84
17184,4064,D83
17185,4064,G11
17186,4065,C78
17187,4098,C20
17188,4098,C30
17189,4102,E32
17190,4102,O41
17191,4102,O47
17192,4117,C73
17193,4117,D83
17194,4120,C22
17195,4127,C22
17196,4127,C32
17197,4148,D83
17198,4938,D72
17199,4938,L25
17200,4938,O17
17201,8199,F12
17202,8199,F63
17203,8284,C30
17204,8284,C52
17205,8295,C23
17206,8312,C21
17207,8327,C21
17208,8327,C51
17209,8327,J31
17210,8327,J51
17211,8335,C70
17212,8335,D83
17213,8349,C62
17214,8349,C73
17215,8349,D82
17216,8349,D83
17217,8366,C41
17218,8479,D71
17219,8479,D83
17220,8482,D83
17221,8482,G12
17222,8541,C70
17223,8541,D23
17224,8541,D83
17225,2801,E32
17226,2801,D12
17227,2801,D11
17228,2801,E21
17229,2829,K22
17230,2829,G32
17231,2829,G34
17232,2860,J65
17233,2860,E24
17234,2860,J64
17235,2886,E51
17236,2886,E44
17237,2886,E32
17238,2886,E22
17239,2891,J41
17240,2891,D83
17241,2891,J64
17242,2916,G21
17243,2916,E44
17244,2921,G12
17245,2932,L11
17246,2958,J22
17247,2958,J28
17248,2974,D71
17249,2974,D63
17250,2975,D83
17251,2975,D72
17252,2975,Z13
17253,2980,R11
17254,2980,R12
17255,2980,L16
17256,2989,D74
17257,2989,H56
17258,3012,F31
17259,3038,J14
17260,3038,P16
17261,3038,H23
17262,3038,J11
17263,3072,G12
17264,3076,E44
17265,3076,G12
17266,3076,E32
17267,3076,G32
17268,3076,L25
17269,3081,D82
17270,3081,G22
17271,3089,F30
17272,3089,E32
17273,3098,G32
17274,3122,F11
17275,3122,F23
17276,3122,L22
17277,3122,L24
17278,3122,O19
17279,3128,E24
17280,3128,E32
17281,3128,J31
17282,3128,J64
17283,3166,F31
17284,3166,F41
17285,3178,D81
17286,3178,G22
17287,3178,J31
17288,3178,J41
17289,3181,B52
17290,3181,D86
17291,3181,P14
17292,3252,F14
17293,3252,F31
17294,3252,F32
17295,3335,D62
17296,3335,R31
17297,3335,R58
17298,3362,D14
17299,3362,D91
17300,3362,J12
17301,3362,J16
17302,3362,O15
17303,3362,P36
17304,3377,D11
17305,3377,D12
17306,3407,E40
17307,3407,E41
17308,3448,J24
17309,3448,J31
17310,3448,R11
17311,3448,R23
17312,4152,A11
17313,4159,D44
17314,4170,I12
17315,4170,E32
17316,4206,O14
17317,4206,J24
17318,4206,O19
17319,4206,O33
17320,4206,D24
17321,4212,I21
17322,4212,J13
17323,4244,K00
17324,4244,K42
17325,4254,D23
17326,4254,L14
17327,4254,D21
17328,4254,L22
17329,4254,G34
17330,4263,F33
17331,4263,O19
17332,4263,F31
17333,4263,O16
17334,4271,F43
17335,4271,E25
17336,4271,O15
17337,4271,O47
17338,4285,K41
17339,4285,O17
17340,4292,D91
17341,4292,H55
17342,4306,G12
17343,4306,G34
17344,4309,G21
17345,4309,O16
17346,4309,G32
17347,4313,D83
17348,4313,D11
17349,4313,D82
17350,4319,D14
17351,4319,D31
17352,4321,D14
17353,4321,H55
17354,4325,F14
17355,4325,F41
17356,4325,O47
17357,4327,I11
17358,4327,I18
17359,4336,G21
17360,4336,L11
17361,4336,M13
17362,4336,N24
17363,4336,R12
17364,4336,R51
17365,4393,D10
17366,4393,E40
17367,4423,O41
17368,4423,D83
17369,4433,O15
17370,4433,O41
17371,4439,E52
17372,4439,C53
17373,4462,D82
17374,4462,D62
17375,4462,L14
17376,4489,J31
17377,4489,J41
17378,4489,J62
17379,4499,C72
17380,4499,D72
17381,4507,E23
17382,4507,O11
17383,4507,O47
17384,4517,O13
17385,4517,O22
17386,4517,Q11
17387,4517,Q15
17388,4556,D86
17389,4597,J24
17390,4597,J31
17391,4597,J41
17392,4597,M12
17393,7523,J31
17394,7530,N31
17395,7538,L32
17396,7538,D72
17397,7538,L33
17398,7544,O32
17399,7545,G32
17400,7546,D81
17401,7546,D61
17402,7557,E32
17403,7559,O16
17404,7559,F34
17405,7559,O19
17406,7562,O41
17407,7562,E62
17408,7599,D82
17409,7602,O47
17410,7602,Q21
17411,7628,C69
17412,7656,E31
17413,7673,M37
17414,7673,M31
17415,7697,L94
17416,7697,L33
17417,7697,L51
17418,7698,D41
17419,7707,A14
17420,7709,D11
17421,7709,G20
17422,7709,D91
17423,7736,E32
17424,7736,F41
17425,7773,D82
17426,7814,L11
17427,7814,O31
17428,7879,D20
17429,7879,M12
17430,7879,J33
17431,7886,H42
17432,7886,D72
17433,7959,L13
17434,7959,D43
17435,7959,L81
17436,7961,D13
17437,7961,D31
17438,7961,J62
17439,7961,D91
17440,7963,D84
17441,7976,R11
17442,7976,R30
17443,8008,H73
17444,8008,D31
17445,8008,J61
17446,8089,Q31
17447,8089,L72
17448,8103,E63
17449,8111,O47
17450,8111,O16
17451,8111,O57
17452,8111,E22
17453,8113,F15
17454,8113,F43
17455,8113,O41
17456,8117,O41
17457,8141,O47
17458,8167,K42
17459,8173,D81
17460,8175,D73
17461,9419,D45
17462,9419,K21
17463,9419,L15
17464,9419,L24
17465,9419,L40
17466,9419,O34
17467,9624,K42
17468,9624,J13
17469,9624,K14
17470,9625,D82
17471,9625,D23
17472,9625,J41
17473,9634,D83
17474,4741,E24
17475,4741,J64
17476,4742,A12
17477,4742,D72
17478,4743,A12
17479,4743,D11
17480,4744,C72
17481,4744,D83
17482,4745,D83
17483,4745,C71
17484,4746,I31
17485,4746,N33
17486,4746,O47
17487,4747,D14
17488,4747,H55
17489,4748,E52
17490,4748,F41
17491,4749,I18
17492,4749,G22
17493,4749,I11
17494,4750,I18
17495,4750,G22
17496,4750,H23
17497,4750,I11
17498,4751,I11
17499,4751,G22
17500,4752,J15
17501,4752,J70
17502,2795,O31
17503,2795,O41
17504,2795,O32
17505,2796,L41
17506,2796,L14
17507,2796,L12
17508,2892,J65
17509,2892,J64
17510,3147,H43
17511,3743,G34
17512,3743,P16
17513,3743,G32
17514,4195,P21
17515,4195,P31
17516,4264,F33
17517,7571,D73
17518,7571,K42
17519,7680,O47
17520,7680,R11
17521,7680,N11
17522,7680,N12
17523,7696,D74
17524,7696,D72
17525,8191,D83
17526,8191,D84
17527,8191,E13
17528,8191,E32
17529,208,D71
17530,8345,C51
17531,8345,D61
17532,8345,G21
17533,8345,O12
17534,8345,O16
17535,8345,O18
17536,2876,J13
17537,2876,I38
17538,2876,I32
17539,2876,J12
17540,2877,J13
17541,2877,J12
17542,2878,N32
17543,2878,J24
17544,2878,I21
17545,2879,Z10
17546,2879,J11
17547,2879,J15
17548,2880,I21
17549,2880,H52
17550,2880,I22
17551,2880,O15
17552,2880,P16
17553,2881,D72
17554,2881,P16
17555,2881,O17
17556,2882,D64
17557,2882,D91
17558,2883,K42
17559,2884,D73
17560,2884,O47
17561,2884,K42
17562,2885,N53
17563,2885,Q11
17564,3097,J17
17565,3097,K32
17566,3097,R41
17567,3097,R48
17568,3104,J15
17569,3104,J16
17570,3104,J31
17571,3105,D82
17572,3105,J24
17573,3106,E24
17574,3106,J24
17575,3106,J61
17576,3106,O15
17577,3106,O41
17578,3106,R23
17579,3107,J24
17580,3107,J62
