index,AuthorID,AuthorName,Sex,NativeLanguage,PhDYear,Note
6231,7046,Axel Mossin,Male,Non-English,,
6232,7047,Don Patinkin,Male,English,,
6233,7048,R. H. Patil,Male,English,,
6234,7049,Sheen T. Kassouf,Male,English,,
6235,7050,Scott Johnson,Male,,,
6236,7051,Robert G. McGillivray,Male,Unknown,,
6237,7052,Raimund Alt,Male,Unknown,,
6238,7053,De-Min Wu,Male,Non-English,,
6239,7054,William J. Breen,Male,English,,
6240,7055,James A. Stephenson,Male,,,
6241,7057,Robert E. Verrecchia,Male,English,,
6242,7059,N. Krishnaji,Male,Unknown,,
6243,7060,Paul R. Pitts,Male,,,
6244,7063,Robert Weintraub,Male,English,,
6245,7064,Hubert Halkin,Male,Non-English,,
6246,7067,Thorsten Broecker,Male,Unknown,,
6247,7068,George M. Lady,Male,English,,
6248,7069,Wilfred Candler,Male,Unknown,,
6249,7070,S. Smidt,Male,,,
6250,7071,Robert Slonim,Male,,,
6251,7072,Ayman Hindy,Male,Non-English,,
6252,7074,Aloisio Araujo,Male,Non-English,,
6253,7075,Donald Stephen Poskitt,Male,English,,
6254,7077,G. Steven Olley,Male,,,
6255,7078,Francisco Marhuenda,Male,Non-English,,
6256,7079,Robert L. Graves,Male,,,
6257,7080,Robert Deschamps,Male,Unknown,,
6258,7081,M. A. Hanson,Male,English,,
6259,7083,Yukio Kaneko,Male,Non-English,,
6260,7084,Werner Böge,Male,Non-English,,
6261,7085,Enrico Zaghini,Male,Non-English,,
6262,7086,Terence J. Wales,Male,English,,
6263,7087,Joseph I. Daniel,Male,English,,
6264,7088,Frank P. Stafford,Male,English,,
6265,7089,Kevin C. Sontheimer,Male,Unknown,,
6266,7091,Richard J. McDonald,Male,Unknown,,
6267,7092,Shmuel Sattath,Male,Non-English,,
6268,7093,Harry H. Kelejian,Male,English,,
6269,7095,Hendrik S. Konijn,Male,Unknown,,
6270,7096,Y. P. Gupta,Male,,,
6271,7097,A. ten Kate,Male,Non-English,,
6272,7098,Benyamin Shitovitz,Male,Non-English,,
6273,7099,Michael R. Wickens,Male,English,,
6274,7100,Ho-Mou Wu,Male,,,
6275,7101,Robert B. Avery,Male,English,,
6276,7103,Naoto Kunitomo,Male,,,
6277,7104,Hiroaki Nagatani,Male,Non-English,,
6278,7105,Yasuo Uekawa,Male,Non-English,,
6279,7106,Yasusuke Murakami,Male,Non-English,,
6280,7107,Yong-Gwan Kim,Male,,,
6281,7108,Yukio Fukui,Male,Non-English,,
6282,7109,Tan Wang,Male,,,
6283,7110,Dan C. Boger,Male,,,
6284,7111,Yuji Ijiri,Male,Non-English,,
6285,7112,Rafael Repullo,Male,,1984.0,
6286,7113,Walter P. Keller,Male,,,
6287,7114,Mohammed Ishaq Nadiri,Male,English,,
6288,7115,Maurice Allais,Male,Non-English,,
6289,7116,Leon Quinto,Male,Non-English,,
6290,7118,Bhu Dev Sharma,Male,English,,
6291,7120,Leslie George Godfrey,Male,English,,
6292,7121,William W. Sharkey,Male,English,,
6293,7122,William W. Cooper,Male,,,
6294,7123,Christopher K. Clague,Male,English,,
6295,7124,William V. Gehrlein,Male,,,
6296,7125,Wolfgang Eichhorn,Male,Non-English,,
6297,7126,Ronald W. Shephard,Male,English,,
6298,7127,Ta-Chung Liu,Male,Non-English,,
6299,7128,Bronwyn H. Hall,Female,English,,
6300,7129,Roger J-B. Wets,Male,Non-English,,
6301,7130,John S. Chipman,Male,English,,
6302,7131,Vincent J. Geraci,Male,English,,
6303,7132,Patrick Suppes,Male,English,,
6304,7133,Jacques H. Drèze,Male,Non-English,,
6305,7134,Vincent Torre,Male,Non-English,,
6306,7137,V. K. Srivastava,Male,,,
6307,7138,Ronald I. McKinnon,Male,English,,
6308,7140,Alain Trognon,Male,Non-English,,
6309,7141,Urs Schweizer,Male,Non-English,,
6310,7142,Wayne J. Shafer,Male,English,,
6311,7143,S. E. Jacobsen,Male,Non-English,,
6312,7144,Paul A. Grout,Male,English,,
6313,7145,Trout Rader,Male,English,,
6314,7146,Manoranjan Dutta,Male,English,,
6315,7147,Bezalel Peleg,Male,Non-English,,
6316,7148,Tong Hun Lee,Male,,,
6317,7149,Thomas H. Wonnacott,Male,,,
6318,7150,Harold W. Watts,Male,,,
6319,7151,Marcel G. Dagenais,Male,Non-English,,
6320,7153,Russell P. Robins,Male,,,
6321,7154,Theo E. Nijman,Male,Non-English,,
6322,7155,Jerome B. Detemple,Male,Non-English,,
6323,7156,Robert H. Strotz,Male,English,,
6324,7157,Anirudh Lal Nagar,Male,English,,
6325,7158,R. G. Pierse,Male,,,
6326,7159,Shaaban Abdul-Hamid Shaban,Male,Non-English,,
6327,7160,Matthew Spiegel,Male,,,
6328,7161,Tatsuro Ichiishi,Male,Non-English,,
6329,7162,John E. Pippinger,Male,,,
6330,7164,Walter D. Fisher,Male,English,,
6331,7165,Denis Fougere,Male,Non-English,,
6332,7166,Adi Ben-Israel,Male,,,
6333,7167,Raymond J. Deneckere,Male,English,,
6334,7168,Theodore Wilbur Anderson,Male,English,,
6335,7169,Toshihisa Toyoda,Male,,,
6336,7170,András Nagy,Male,Non-English,,
6337,7172,Andrew Charles Harvey,Male,English,,
6338,7173,Walter Armbruster,Male,English,,
6339,7174,G. Stuvel,Male,Unknown,,
6340,7175,Swarnjit S. Arora,Male,,,
6341,7176,Qi Li,Male,Non-English,1991.0,
6342,7177,Jerry A. Hausman,Male,English,1973.0,
6343,7178,Rajiv D. Banker,Male,English,,
6344,7179,T. Krishna Kumar,Male,English,,
6345,7180,Tae Kun Seo,Male,Non-English,,
6346,7181,Heinz Neudecker,Male,Non-English,,
6347,7182,Ralph L. Keeney,Male,English,,
6348,7183,Sushil Wadhwani,Male,,,
6349,7184,Paul A. Bekker,Male,Non-English,,
6350,7186,Steven Stern,Male,,1985.0,
6351,7188,Steve Williams,Male,,,
6352,7189,Tatsuyoshi Saijo,Male,Non-English,,
6353,7190,Ervin Frigyes,Male,Non-English,,
6354,7191,Stephen Rassenti,Male,,,
6355,7192,Stephen J. Carroll,Male,English,,
6356,7193,Balvir Singh,Male,,,
6357,7194,Donald G. Saari,Male,English,,
6358,7195,Robin C. Sickles,Male,,,
6359,7196,Sjur D. Flåm,Male,Unknown,,
6360,7197,Simon Gächter,Male,Non-English,,
6361,7198,Sidney Moglewer,Male,Unknown,,
6362,7199,T. P. Hill,Male,Unknown,,
6363,7200,Jean Jaskold-Gabszewicz,Male,Non-English,,
6364,7201,Miltiades Chacholiades,Male,Non-English,,
6365,7202,Donald J. Brown,Male,English,,
6366,7203,Larry V. Hedges,Male,English,,
6367,7204,Ronald L. Teigen,Male,English,,
6368,7205,Richard H. Spady,Male,English,1978.0,
6369,7206,Leonid Hurwicz,Male,Non-English,,
6370,7207,Nanak Chand Kakwani,Male,English,,
6371,7208,I. F. Pearce,Male,English,,
6372,7209,John E. Rolph,Male,,,
6373,7210,Peter Jason Kalman,Male,English,,
6374,7211,"Richard C. Henshaw, Jr.",Male,Unknown,,
6375,7213,Dominique Lacaze,Male,Non-English,,
6376,7214,Refael Hassin,Male,Non-English,,
6377,7215,Rangarajan K. Sundaram,Male,,,
6378,7216,John F. Cogan,Male,English,,
6379,7218,Sakari T. Jutila,Male,Unknown,,
6380,7219,Makoto Tawada,Male,Non-English,,
6381,7221,Richard Portes,Male,,,
6382,7222,Jacob Marschak,Male,,,
6383,7223,Roberto S. Mariano,Male,English,,
6384,7224,William Craig Riddell,Male,English,,
6385,7225,Walter Perrin Heller,Male,English,,
6386,7226,Tom Wansbeek,Male,Non-English,,
6387,7229,Richard W. Blundell,Male,English,,
6388,7230,Edwin Kuh,Male,English,,
6389,7231,Richard Schmalensee,Male,English,,
6390,7233,Ronald R. Hocking,Male,,,
6391,7234,Shmuel Oren,Male,,,
6392,7236,James Goodnight,Male,,,
6393,7238,Alain Monfort,Male,Non-English,,
6394,7241,A. M. Buoncristiani,Male,,,
6395,7242,Anant M. Kshirsagar,Male,English,,
6396,7244,A. Mitchell Polinsky,Male,English,1973.0,
6397,7245,R. D. Terrell,Male,,,
6398,7247,Richard Berner,Male,,,
6399,7249,Robert A. Abrams,Male,,,
6400,7250,Frank Srba,Male,,,
6401,7251,A. S. Rao,Male,,,
6402,7252,Pinhas Zusman,Male,Non-English,,
6403,7253,Jürgen Schrader,Male,Non-English,,
6404,7255,Pierre Pestieau,Male,,,
6405,7256,Robert Bartoszyński,Male,Non-English,,
6406,7257,Daniel J. Seidmann,Male,English,,
6407,7258,Phillip Johnson,Male,,,
6408,7259,Phillip J. Lederer,Male,Unknown,,
6409,7261,Philip Wolfe,Male,English,,
6410,7262,R. P. Trost,Male,,,
6411,7263,Byung-Joo Lee,Male,Non-English,,
6412,7264,Donald H. Ebbeler,Male,,,
6413,7266,Fallaw Sowell,Male,English,,
6414,7267,Ryosuke Hotaka,Male,Unknown,,
6415,7269,Shobha Ullah,Female,,,
6416,7270,Joaquim Silvestre,Male,Non-English,,
6417,7271,Alan S. Manne,Male,English,,
6418,7272,Alfonso Novales,Male,Non-English,,
6419,7273,Paul V. Moeseke,Male,Unknown,,
6420,7274,Peter Berck,Male,English,,
6421,7275,Anthony Leung,Male,English,,
6422,7276,Yoshihiko Otani,Male,Non-English,,
6423,7277,Nancy Brandon Tuma,Female,,,
6424,7278,Jan Tinbergen,Male,Non-English,,
6425,7279,Alice Nakamura,Female,English,,
6426,7280,Allen J. Scafuri,Male,Unknown,,
6427,7281,Alvin K. Klevorick,Male,,,
6428,7282,John Wise,Male,English,,
6429,7283,Andrew Morton,Male,,,
6430,7284,Paul Champsaur,Male,Non-English,,
6431,7285,Jiahui Wang,Male,,,
6432,7287,Parkash Chander,Male,Non-English,,
6433,7288,Lawrence B. Krause,Male,English,,
6434,7289,Ar-Young Wang,Male,,,
6435,7290,Peter R. Fisk,Male,Unknown,,
6436,7291,Bruce C. Dieffenbach,Male,Unknown,,
6437,7292,P. Nørregaard Rasmussen,Male,Non-English,,
6438,7293,Arthur Smithies,Male,English,,
6439,7295,David Nissen,Male,,,
6440,7296,Lawrence C. Rafsky,Male,,,
6441,7297,Manfred Deistler,Male,Non-English,,
6442,7298,P. J. Courtois,Male,Non-English,,
6443,7299,Olav Bjerkholt,Male,Non-English,,
6444,7300,Hildegard Dierker,Female,Non-English,,
6445,7301,Otto Moeschlin,Male,Non-English,,
6446,7302,Yrjö O. Vartia,Male,Non-English,,
6447,7304,Philippe Michel,Male,Non-English,,
6448,7305,Herman J. Bierens,Male,Non-English,,
6449,7306,Bert M. Balk,Male,Non-English,,
6450,7307,William Moore Gorman,Male,English,,
6451,7308,Oswald H. Brownlee,Male,English,,
6452,7309,Aman Ullah,Male,English,1971.0,
6453,7310,Egbert Dierker,Male,Non-English,,
6454,7311,Niels Chr. Knudsen,Male,Non-English,,
6455,7312,Neil M. Singer,Male,,,
6456,7313,C. B. Tilanus,Male,Unknown,,
6457,7316,Nabil Ibraheem Al-Najjar,Male,Non-English,1989.0,
6458,7317,C. Zachary Gilstein,Male,,,
6459,7318,Camilo Dagum,Male,Non-English,,
6460,7321,Carl P. Simon,Male,,,
6461,7322,Grayham E. Mizon,Male,Unknown,,
6462,7323,Charles H. Kriebel,Male,Unknown,,
6463,7324,Charles M. Beach,Male,,,
6464,7325,Chi-Fu Huang,Male,Non-English,,
6465,7326,Clifford Hildreth,Male,English,,
6466,7327,Wim van Eck,Male,Non-English,,
6467,7328,Perry L. Brown,Male,,,
6468,7329,Ödön Éltető,Male,Non-English,,
6469,7330,Peter A. Zadrozny,Male,English,,
6470,7331,Michio Hatanaka,Male,,,
6471,7333,Joachim Dörfner,Male,Unknown,,
6472,7334,Michael S. Proctor,Male,,,
6473,7335,Melvyn A. Fuss,Male,English,,
6474,7336,Claus Weddepohl,Male,Non-English,,
6475,7339,Michael Jerison,Male,English,,
6476,7340,Conrad Alexander Blyth,Male,English,,
6477,7341,Benjamin Cheng,Male,,,
6478,7342,Kimberly D. Zieschang,Male,,,
6479,7343,Lester C. Thurow,Male,,,
6480,7344,Mordecai Kurz,Male,Non-English,,
6481,7345,Stephen G. Allen,Male,English,,
6482,7346,David John Wilson,Male,English,,
6483,7347,Edward J. Kane,Male,,,
6484,7348,Dale K. Osborne,Male,Unknown,,
6485,7349,Abba M. Krieger,Male,,,
6486,7350,Trent J. Bertrand,Male,English,,
6487,7353,Subir. K. Chakrabarti,Male,,,
6488,7354,Henry Ellis Daniels,Male,English,,
6489,7355,Michael J. Hartley,Male,Unknown,,
6490,7356,David Heath,Male,,,
6491,7357,David A. Pierce,Male,English,,
6492,7358,Saul H. Hymans,Male,English,,
6493,7359,Hiro Y. Toda,Male,,,
6494,7360,Martin McGuire,Male,English,,
6495,7361,David H. Krantz,Male,,,
6496,7362,Joseph Klatzmann,Male,,,
6497,7363,Mark Walker,Male,English,,
6498,7364,David K. Guilkey,Male,English,,
6499,7365,William S. Neilson,Male,,,
6500,7366,David K. Hilderbrand,Male,,,
6501,7367,Hans Genberg,Male,English,,
6502,7368,Maria-Pia Victoria-Feser,Female,Non-English,,
6503,7369,Charles E. McCulloch,Male,Unknown,,
6504,7370,Ram Autar,Male,,,
6505,7371,Marcel Boiteux,Male,Non-English,,
6506,7372,David J. Gates,Male,,,
6507,7373,Joseph B. Kadane,Male,English,,
6508,7374,Stephen J. Brown,Male,,,
6509,7375,K. O. Kortanek,Male,,,
6510,7376,Dennis R. Capozza,Male,English,,
6511,7377,Matthew T. G. Meulenberg,Male,Non-English,,
6512,7378,Steven M. Goldman,Male,English,,
6513,7380,Mohammed N. Hasan,Male,,,
6514,7381,Hilary Williamson Hoynes,Female,English,1992.0,
6515,7382,Margaret M. Bray,Female,English,,
6516,7383,Donald N. Dewees,Male,English,,
6517,7384,Robert C. Baesemann,Male,Unknown,,
6518,7385,Douglas W. Nychka,Male,,,
6519,7386,Dwight M. Jaffee,Male,,,
6520,7387,Edna Loehman,Female,,,
6521,7388,Lionel G. Stoleru,Male,Unknown,,
6522,7390,Timothy D. Mount,Male,English,,
6523,7391,Edward Zabel,Male,English,,
6524,7392,Patrick C. McMahon,Male,,,
6525,7393,Luis Fernandez,Male,,,
6526,7394,Lucinda M. Lewis,Female,,,
6527,7395,Eitan Zemel,Male,Non-English,,
6528,7396,Mark Pitts,Male,,,
6529,7399,"Alexander S. Kelso, Jr.",Male,,,
6530,7400,C. T. Leenders,Male,Unknown,,
6531,7401,Stephen F. LeRoy,Male,English,,
6532,7402,Harry Eisenpress,Male,Unknown,,
6533,7404,Ming-Jeng Hwang,Male,,,
6534,7405,F. J. Gould,Male,Unknown,,
6535,7406,Françis Seton,Male,English,,
6536,7407,Leif Svensson,Male,Non-English,,
6537,7408,F. William McElroy,Male,English,,
6538,7409,Julie A. Nelson,Female,English,,
6539,7411,Anne C. Case,Female,English,1988.0,
6540,7412,Frank A. Cowell,Male,English,,
6541,7414,Lance Taylor,Male,Non-English,,
6542,7415,Frank L. Adelman,Male,,,
6543,7416,Lars Juréen,Male,English,,
6544,7418,Kenjiro Nakamura,Male,Non-English,,
6545,7421,Koteswara Rao Kadiyala,Male,English,,
6546,7422,Fred Kofman,Male,Non-English,,
6547,7423,René Garcia,Male,Non-English,,
6548,7424,Jeffrey M. Perloff,Male,,,
6549,7425,Wilhelm Neuefeind,Male,Non-English,,
6550,7426,Frederick V. Waugh,Male,English,,
6551,7427,Johan Koerts,Male,Non-English,,
6552,7428,Ajay Maindiratta,Male,,,
6553,7429,Kim C. Border,Male,English,,
6554,7430,Fwu-Ranq Chang,Male,Non-English,,
6555,7431,Kenneth S. Kretschmer,Male,,,
6556,7432,Kenneth O. May,Male,English,,
6557,7433,Kenneth Mount,Male,,,
6558,7435,Bani P. Banerjee,Male,Unknown,,
6559,7436,Thomas Marschak,Male,English,,
6560,7437,Allen C. Kelley,Male,English,,
6561,7439,Gary R. Skoog,Male,,,
6562,7440,Hans Carlsson,Male,Non-English,,
6563,7442,Marcel K. Richter,Male,English,,
6564,7443,George Kingsley Zipf,Male,English,,
6565,7444,Petrus Johannes Verdoorn,Male,Non-English,,
6566,7445,John C. Ham,Male,English,,
6567,7446,John C. Eckalbar,Male,English,,
6568,7448,Dennis Leech,Male,Unknown,,
6569,7449,Jacques Lawarrée,Male,Non-English,,
6570,7450,Jürgen Kromphardt,Male,Non-English,,
6571,7451,János Stahl,Male,Non-English,,
6572,7452,Marcel Fafchamps,Male,Non-English,1989.0,
6573,7453,Gerard van der Laan,Male,Non-English,,
6574,7454,Gerhard Tintner,Male,Non-English,,
6575,7456,Raymond Peter Byron,Male,English,,
6576,7457,Russel J. Cooper,Male,,,
6577,7458,B. Singer,Male,,,
6578,7459,Donna B. Gilleskie,Female,English,,
6579,7460,Guy de Ghellinck,Male,Unknown,,
6580,7461,David Durand,Male,English,,
6581,7462,Gyoichi Iwata,Male,Non-English,,
6582,7463,John W. Hooper,Male,Unknown,,
6583,7464,"John T. Scott, Jr.",Male,English,,
6584,7465,S. Weber,Male,,,
6585,7466,Stratis Kounias,Male,Non-English,,
6586,7467,Hermann Enzer,Male,Unknown,,
6587,7468,Cars H. Hommes,Male,,,
6588,7470,Herman O. Stekler,Male,English,,
6589,7472,Roger N. Waud,Male,English,,
6590,7475,John Hillas,Male,Unknown,,
6591,7476,John H. Smith,Male,English,,
6592,7478,Stephen Smith,Male,,,
6593,7479,Hans Neisser,Male,Non-English,,
6594,7482,Hans Peters,Male,Non-English,,
6595,7483,Hans-Günther Seifert,Male,Unknown,,
6596,7484,R. F. Kosobud,Male,Unknown,,
6597,7485,John C. Cox,Male,,,
6598,7486,John A. Tillman,Male,English,,
6599,7488,Henry Tulkens,Male,Non-English,,
6600,7489,"Herbert S. Winokur, Jr.",Male,,,
6601,7490,Murat R. Sertel,Male,Non-English,,
6602,7491,Jesús Vigo-Aguiar,Male,Non-English,,
6603,7492,Richard Harriff,Male,,,
6604,7494,Jerome Percus,Male,English,,
6605,7495,Hollis B. Chenery,Male,English,,
6606,7496,Jeremy J. Stone,Male,English,,
6607,7499,David S. Huang,Male,Non-English,,
6608,7500,Richard E. Williamson,Male,,,
6609,7501,Jean-Marc Bonnisseau,Male,Non-English,,
6610,7502,I. Richard Savage,Male,English,,
6611,7505,Roger Even Bove,Male,English,,
6612,7506,Roy E. Welsch,Male,,,
6613,7507,Israel Luski,Male,Non-English,,
6614,7508,John Anthony Rickard,Male,,,
6615,7509,János Kornai,Male,Non-English,,
6616,7510,Peter Flaschel,Male,Non-English,,
6617,7511,Wen-Ling Lin,Female,,,
6618,7512,Randall J. Olsen,Male,English,,
6619,7514,William A. Brock,Male,English,,
6620,7515,J. J. Polak,Male,Non-English,,
6621,7516,Ross M. Starr,Male,English,,
6622,7517,J. Keith Ord,Male,,,
6623,7518,Jan Kmenta,Male,English,,
6624,7519,José Luis Arrufat Márquez,Male,Non-English,,
6625,7520,A. Rodney Dobell,Male,,,
6626,7521,J. Pradel,Female,Unknown,,
6627,7522,J. S. Jordan,Male,English,,
6628,7524,John W. Moon,Male,English,,
6629,7525,Jacob Wolfowitz,Male,English,,
6630,7526,Louis Gevers,Male,Non-English,,
6631,7527,George T. Duncan,Male,English,,
6632,7528,David De Meza,Male,English,,
6633,7531,Michael L. Hartzmark,Male,English,,
6634,7532,Tomio Kinoshita,Male,Non-English,,
6635,7533,Paul M. Anglin,Male,,,
6636,7538,Jeffrey C. Williams,Male,English,,
6637,7540,Radwan Ali Shaban,Male,English,,
6638,7543,Robert Gillingham,Male,,,
6639,7544,Donald A. Walker,Male,English,,
6640,7545,Marjorie B. McElroy,Female,English,,
6641,7546,Gilbert E. Metcalf,Male,,,
6642,7550,Victor Zarnowitz,Male,Non-English,,
6643,7551,Louis A. Lambros,Male,Unknown,,
6644,7553,Simon Domberger,Male,Non-English,,
6645,7554,Anil B. Deolalikar,Male,,,
6646,7555,"Larry D. Singell, Jr.",Male,,,
6647,7556,Christopher M. James,Male,English,,
6648,7557,Peggy Wier,Female,,,
6649,7558,Bruce L. Gardner,Male,English,,
6650,7559,David T. Ellwood,Male,English,,
6651,7560,Glenn Fine,Male,,,
6652,7561,John R. Livernois,Male,English,,
6653,7562,Russell S. Uhler,Male,,,
6654,7563,William H. Furtan,Male,,,
6655,7564,Kazuharu Kiyono,Male,Non-English,,
6656,7565,William H. Desvousges,Male,,,
6657,7566,Timothy J. Bartik,Male,English,,
6658,7570,Nirvikar Singh,Male,English,,
6659,7571,Daniel G. Sullivan,Male,English,,
6660,7572,Laura LaHaye,Female,Unknown,,
6661,7573,Gregg Jarrell,Male,,,
6662,7574,Scott Farrow,Male,English,,
6663,7576,Mark A. Thayer,Male,,,
6664,7577,John Tschirhart,Male,,,
6665,7578,William D. Schulze,Male,,,
6666,7579,Robert A. Korajczyk,Male,English,,
6667,7581,James M. Johannes,Male,,,
6668,7582,David Cox,Male,,,
6669,7584,Yang-Ming Chang,Male,Unknown,,
6670,7585,John P. Gould,Male,,,
6671,7587,Clas Bergstrom,Male,,,
6672,7588,Charles W. Upton,Male,,,
6673,7590,Charles K. Rowley,Male,English,,
6674,7593,Kamran M. Dadkhah,Male,Non-English,,
6675,7594,John R. Wolfe,Male,English,,
6676,7595,Douglas G. Waldo,Male,English,,
6677,7599,Peter D. Spencer,Male,English,,
6678,7600,Frank T. Denton,Male,English,,
6679,7601,Stanley J. Liebowitz,Male,English,,
6680,7602,Diana Hancock,Female,English,,
6681,7605,Richard A. Zuber,Male,English,,
6682,7606,John M. Gandar,Male,,,
6683,7607,Benny D. Bowers,Male,,,
6684,7608,Mohsen Bahmani-Oskooee,Male,Non-English,,
6685,7609,Satya P. Das,Female,English,,
6686,7610,"William F. Shughart, II",Male,,,
6687,7611,Mark J. Bills,Male,English,,
6688,7618,Robert Weinstein,Male,English,,
6689,7619,Donald A. Nichols,Male,English,,
6690,7620,Dennis C. Mueller,Male,,,
6691,7621,Thomas D. Willett,Male,,,
6692,7622,Alex Maurizi,Male,Unknown,,
6693,7624,Bennett Harrison,Male,English,,
6694,7625,Paul Jonas,Male,,,
6695,7626,Yochanan Comay,Male,English,,
6696,7627,Arie L. Melnik,Male,,,
6697,7628,Abraham Subotnik,Male,,,
6698,7629,Harry Bloch,Male,English,,
6699,7630,Donald O. Parsons,Male,English,,
6700,7631,Paul A. David,Male,English,,
6701,7639,Elizabeth Johnson,Female,Non-English,,
6702,7640,Neal M. Soss,Male,,,
6703,7641,"Charles E. McLure, Jr.",Male,English,,
6704,7647,James Gwartney,Male,English,,
6705,7648,Charles Haworth,Male,,,
6706,7649,Mary L. Eysenbach,Female,Unknown,,
6707,7650,"Walter J. Primeaux, Jr.",Male,Unknown,,
6708,7651,Mark R. Bomball,Male,Unknown,,
6709,7652,Michael Jones-Lee,Male,English,,
6710,7654,Ryan C. Amacher,Male,English,,
6711,7655,John S. Hodgson,Male,,,
6712,7656,Frederick R. Warren-Boulton,Male,English,,
6713,7657,Nathan Rosenberg,Male,English,,
6714,7658,Shlomo Brovender,Male,Unknown,,
6715,7659,Louis De Alessi,Male,English,,
6716,7662,Yoram Peles,Male,Non-English,,
6717,7667,George E. Johnson,Male,English,,
6718,7669,Richard M. Cyert,Male,English,,
6719,7670,Morris H. DeGroot,Male,,,
6720,7671,Lovell S. Jarvis,Male,English,,
6721,7673,Pentti Juho Kalervo Kouri,Male,Non-English,,
6722,7674,Michael G. Porter,Male,Unknown,,
6723,7678,William Poole,Male,English,,
6724,7682,Shmuel Sharir,Male,Non-English,,
6725,7684,H. Gregg Lewis,Male,,,
6726,7686,Robert L. Bish,Male,English,,
6727,7687,Patrick D. O'Donoghue,Male,,,
6728,7688,Hirofumi Shibata,Male,Non-English,,
6729,7689,Thomas A. Wolf,Male,English,,
6730,7690,Robin Barlow,Male,English,,
6731,7694,James H. Gapinski,Male,Unknown,,
6732,7695,Rudolph C. Blitz,Male,Unknown,,
6733,7696,Chin Hock Ow,Male,Non-English,,
6734,7697,Gustav F. Papanek,Male,English,,
6735,7698,Paul J. Taubman,Male,English,,
6736,7701,Yoram Ben-Porath,Male,Non-English,,
6737,7705,Dennis N. De Tray,Male,English,,
6738,7709,Paul Craig Roberts,Male,English,,
6739,7712,Douglas K. Adie,Male,English,,
6740,7713,Pham Chung,Male,Unknown,,
6741,7714,Stanley E. Boyle,Male,Unknown,,
6742,7715,David L. Shapiro,Male,English,,
6743,7717,John M. Heineke,Male,,,
6744,7718,Byron G. Spencer,Male,,,
6745,7719,Vladimir Stoikov,Male,English,,
6746,7720,"James A. Largay, III",Male,Unknown,,
6747,7721,Lien-fu Huang,Male,,,
6748,7737,Michael Thomas Summer,Male,English,,
6749,7738,David J. Ott,Male,Unknown,,
6750,7739,Attiat F. Ott,Female,Non-English,,
6751,7746,Douglas R. Bohi,Male,Unknown,,
6752,7747,C. A. Knox Lovell,Male,English,,
6753,7748,Holger Bonus,Male,Non-English,,
6754,7749,Fischer Sheffey Black,Male,,,
6755,7751,James D. MacBeth,Male,,,
6756,7752,A. Thomas King,Male,,,
6757,7754,David F. Bradford,Male,,,
6758,7762,Anne O. Krueger,Female,English,,
6759,7770,Robert Z. Aliber,Male,English,,
6760,7771,Geoffrey Colin Harcourt,Male,English,,
6761,7772,William N. Leonard,Male,Non-English,,
6762,7778,Eli Borukhov,Male,Unknown,,
6763,7781,David Charles,Male,English,,
6764,7782,Reuben Kessel,Male,English,,
6765,7783,Peter A. Frost,Male,English,,
6766,7788,Ronald F. Hoffman,Male,Non-English,,
6767,7789,Richard E. Peterson,Male,English,,
6768,7792,Edi Karne,Male,Unknown,,
6769,7794,Samuel Paul,Male,English,,
6770,7795,Marshall I. Goldman,Male,English,,
6771,7796,Jere R. Berhman,Male,English,,
6772,7802,Leonard A. Rapping,Male,English,,
6773,7803,David John Smyth,Male,English,,
6774,7808,Dale M. Heien,Male,English,,
6775,7809,John C. Weicher,Male,English,,
6776,7810,Bela Balassa,Male,Non-English,,
6777,7811,Daniel M. Schydlowsky,Male,Non-English,,
6778,7818,W. Lee Hansen,Male,English,,
6779,7820,Robert W. Hartman,Male,Non-English,,
6780,7821,William M. Mason,Male,,,
6781,7825,R. Albert Berry,Male,,,
6782,7826,Ronald Soligo,Male,English,,
6783,7827,Stephen R. Sacks,Male,Unknown,,
6784,7828,Howard M. Wachtel,Male,English,,
6785,7829,Robert V. Eagly,Male,English,,
6786,7830,Donald J. Harris,Male,English,,
6787,7831,"Harold L. Votey, Jr.",Male,,,
6788,7832,Darold Maxwell,Male,,,
6789,7833,Alan T. Peacock,Male,,,
6790,7837,Burton A. Weisbrod,Male,English,,
6791,7847,Jon Birkeli,Male,English,,
6792,7848,Karl Brunner,Male,Non-English,,
6793,7852,Barbara Henneberry,Female,English,,
6794,7853,James G. Witte,Male,,,
6795,7854,Lawrence D. Schall,Male,English,,
6796,7855,George Psacharopoulos,Male,Non-English,,
6797,7856,Keith Hinchliffe,Male,Unknown,,
6798,7857,Clive Southey,Male,Non-English,,
6799,7858,Richard F. Fullenbaum,Male,,,
6800,7859,Ernest W. Carlson,Male,,,
6801,7860,Frederick W. Bell,Male,English,,
6802,7861,Irvin M. Grossack,Male,English,,
6803,7862,Georg Hasenkamp,Male,Unknown,,
6804,7863,James M. Martin,Male,Unknown,,
6805,7864,Donald L. Martin,Male,English,,
6806,7865,Elizabeth E. Bailey,Female,English,,
6807,7866,Isaac Ehlrich,Male,,,
6808,7870,A. Michael Agapos,Male,English,,
6809,7871,Jaroslav Vanek,Male,Non-English,,
6810,7873,Basil S. Yamey,Male,,,
6811,7875,Douglas A.L. Auld,Male,English,,
6812,7877,S. Charles Maurice,Male,Unknown,,
6813,7878,Lloyd J. Mercer,Male,Unknown,,
6814,7879,W. Douglas Morgan,Male,English,,
6815,7880,Peter Passell,Male,,,
6816,7881,Shuji Tamura,Male,,,
