,combined
1460,"KY: Currency Substitution, Disinflation, Foreign Currency, Inflation, Interest, Interest Rates, Money, Money Demand, Zero Inflation"
1461,LA: English
1462,UD: 201210
1463,AN: 1327341
1464,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1465,TI: Endogeneity and Sample Selection in a Model for Remittances
1466,"AU: Bettin, Giulia, Lucchetti, Riccardo, Zazzaro, Alberto"
1467,"AF: Polytechnic U Marche, Polytechnic U Marche, Polytechnic U Marche"
1468,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.05.001
1469,"SO: Journal of Development Economics, 99(2), November 2012, pp. 370-84"
1470,IS: 0304-3878
1471,AV: http://www.sciencedirect.com/science/journal/03043878
1472,DT: Journal Article
1473,PY: 2012
1474,"AB: We estimate a remittance model in which we address endogeneity and reverse causality relationships between immigrants' remittances, pre-transfer income, and consumption. In order to take into account the fact that a large share of individuals do not remit, instrumental variable variants of the double-hurdle and Heckit selection models are proposed and estimated by Limited Information ML, semiparametric extensions are considered as robustness checks. Our results for a sample of recent immigrants to Australia show that endogeneity is substantial and that estimates obtained by the methods previously employed in the literature may be misleading if given a behavioral interpretation."
1475,"DE: Remittances F24Demographic Trends, Macroeconomic Effects, and Forecasts J11"
1476,"KY: Immigrant, Remittances"
1477,GD: Australia
1478,GR: Oceania
1479,LA: English
1480,UD: 201210
1481,AN: 1327342
1482,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1483,TI: North-South Technology Transfer in Unionised Multinationals
1484,"AU: Lommerud, Kjell Erik, Meland, Frode, Straume, Odd Rune"
1485,"AF: U Bergen, U Bergen, U Bergen and U Minho"
1486,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.05.002
1487,"SO: Journal of Development Economics, 99(2), November 2012, pp. 385-95"
1488,IS: 0304-3878
1489,AV: http://www.sciencedirect.com/science/journal/03043878
1490,DT: Journal Article
1491,PY: 2012
1492,"AB: We study how incentives for North-South technology transfers in multinational enterprises are affected by labour market institutions. If workers are collectively organised, incentives for technology transfers are partly governed by firms' desire to curb trade union power. Higher union bargaining power in the North leads to more technology transfer along two different dimensions--skill upgrading of Southern workers and quality upgrading of products produced in the South--possibly to the extent that the utility of Northern workers decline. Policies to raise the wage levels of Southern workers might spur technology transfer if wages are initially very low, but have a dampening effect on North-South technology transfer once the Southern wage level has surpassed a certain threshold level. These conclusions are reached in a setting where a unionised multinational multiproduct firm produces vertically differentiated products in Northern and Southern subsidiaries."
1493,"DE: Multinational Firms, International Business F23Human Capital, Skills, Occupational Choice, Labor Productivity J24Trade Unions: Objectives, Structure, and Effects J51Technological Change: Choices and Consequences, Diffusion Processes O33"
1494,"KY: Multinational, Skill, Technology, Trade Unions, Union, Unionized"
1495,LA: English
1496,UD: 201210
1497,AN: 1327343
1498,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1499,TI: Determinants of Vertical Integration in Export Processing: Theory and Evidence from China
1500,"AU: Fernandes, Ana P., Tang, Heiwai"
1501,"AF: U Exeter, Tufts U and MIT"
1502,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.05.004
1503,"SO: Journal of Development Economics, 99(2), November 2012, pp. 396-414"
1504,IS: 0304-3878
1505,AV: http://www.sciencedirect.com/science/journal/03043878
1506,DT: Journal Article
1507,PY: 2012
1508,"AB: This paper examines the determinants of vertical integration versus outsourcing in export processing, by exploiting the coexistence of two export processing regimes in China, which designate by law who owns and controls the imported components. Based on a variant of the Antras-Helpman (2004) model, we show theoretically that control over imported components for assembly can affect firm integration decisions. Our empirical results show that when Chinese plants control the use of components, the export share of foreign-owned plants is positively correlated with the intensity of inputs provided by the headquarter (capital, skill, and R&D). These results are consistent with the property-rights theory of intra-firm trade. However, when foreign firms own and control the components, there is no evidence of a positive relationship between the intensity of headquarters' inputs and the prevalence of vertical integration. The results are consistent with our model that considers control over imported components as an alternative to asset ownership to alleviate hold-up by export-processing plants."
1509,"DE: Empirical Studies of Trade F14Multinational Firms, International Business F23Contracting Out, Joint Ventures, Technology Licensing L24Industrialization, Manufacturing and Service Industries, Choice of Technology O14Socialist Enterprises and Their Transitions P31"
1510,"KY: Exports, Firm, Firms, Outsourcing, Trade"
1511,GD: China
1512,GR: Asia
1513,LA: English
1514,UD: 201210
1515,AN: 1327344
1516,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1517,TI: International Differences in Emissions Intensity and Emissions Content of Global Trade
1518,"AU: Douglas, Stratford, Nishioka, Shuichiro"
1519,"AF: WV U, WV U"
1520,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.05.003
1521,"SO: Journal of Development Economics, 99(2), November 2012, pp. 415-27"
1522,IS: 0304-3878
1523,AV: http://www.sciencedirect.com/science/journal/03043878
1524,DT: Journal Article
1525,PY: 2012
1526,"AB: Understanding international differences in the emissions intensity of trade and production is essential to understanding the effects of greenhouse gas limitation policies. We develop data on emissions from 41 industrial sectors in 39 countries and estimate the CO2 emissions intensity of production and trade. We find no evidence that developing countries specialize in emissions-intensive sectors, instead, our evidence suggests that emissions intensities differ systematically across countries because of differences in production techniques. Our results confirm that international differences in emissions intensity are substantial, but suggest that they do not play a significant factor in determining patterns of trade."
1527,"DE: Empirical Studies of Trade F14Trade and Environment F18Climate, Natural Disasters, Global Warming Q54Environment and Development, Environment and Trade, Sustainability, Environmental Accounts and Accounting, Environmental Equity, Population Growth Q56"
1528,KY: Trade
1529,GD: Selected Countries
1530,LA: English
1531,UD: 201210
1532,AN: 1327345
1533,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1534,TI: Who Has Voice in a Deliberative Democracy? Evidence from Transcripts of Village Parliaments in South India
1535,"AU: Ban, Radu, Jha, Saumitra, Rao, Vijayendra"
1536,"AF: Bill and Melinda Gates Foundation, Stanford U, World Bank"
1537,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.05.005
1538,"SO: Journal of Development Economics, 99(2), November 2012, pp. 428-38"
1539,IS: 0304-3878
1540,AV: http://www.sciencedirect.com/science/journal/03043878
1541,DT: Journal Article
1542,PY: 2012
1543,"AB: The role of deliberation among citizens to determine and forge an agreement on policy is often seen as a crucial feature of democratic government. This paper provides the first large-N empirical evidence on the credibility of voice in a deliberative democracy in an non-laboratory setting, using a unique dataset collected from transcripts of deliberation that occurred between January and September 2003 in 127 functioning village parliaments (gram sabhas) in Southern India. We exploit a natural experiment in the arrangement of India's state borders across ethnolinguistic lines that led exogenously to increased caste fragmentation and a reduced degree of consensus on public goods priorities. We then examine the patterns of deliberation. We reject the presence of pure cheap talk in both heterogeneous and homogeneous villages. Instead, we show that in caste-fragmented South Indian villages, where there is less village-wide agreement on the relative importance of different public goods, the probability of an individual's highest priority being discussed increases as the household becomes more credible: its preferences approach the pivotal agent in a pure representative democracy, the median household. These effects are lower in ethnically homogeneous villages where there is greater consensus on the prioritization of public goods. Taken together, our results suggest that India's village parliaments, rather than being mere talking shops or being entirely captured by elites, seem instead to be both democratically representative and to be assigning roles to credible agents in their deliberative processes."
1544,"DE: Political Processes: Rent-seeking, Lobbying, Elections, Legislatures, and Voting Behavior D72Formal and Informal Sectors, Shadow Economy, Institutional Arrangements O17Economic Development: Urban, Rural, Regional, and Transportation Analysis, Housing, Infrastructure O18"
1545,"KY: Caste, Democracy, Government, Representatives, Village"
1546,GD: India
1547,GR: Asia
1548,LA: English
1549,UD: 201210
1550,AN: 1327346
1551,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1552,TI: The Extension of Social Security Coverage in Developing Countries
1553,"AU: Jung, Juergen, Tran, Chung"
1554,"AF: Towson U, Australian National U"
1555,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.05.007
1556,"SO: Journal of Development Economics, 99(2), November 2012, pp. 439-58"
1557,IS: 0304-3878
1558,AV: http://www.sciencedirect.com/science/journal/03043878
1559,DT: Journal Article
1560,PY: 2012
1561,"AB: We study the dynamic general equilibrium effects of introducing a social pension program to elderly informal sector workers in developing countries who lack formal risk sharing mechanisms against income and longevity risks. To this end, we formulate a stochastic dynamic general equilibrium model that incorporates defining features of developing countries: a large informal sector, private transfers as an informal safety net, and a non-universal social security system. We find that the extension of retirement benefits to informal sector workers results in efficiency losses due to adverse effects on capital accumulation and the allocation of resources across formal and informal sectors. Despite these losses recipients of social pensions experience welfare gains as the positive insurance effects attributed to the extension of a social insurance system dominate. The welfare gains crucially depend on the skill distribution, private intra-family transfers, and the specific tax used to finance the expansion."
1562,"DE: Social Security and Public Pensions H55Economic Development: Human Resources, Human Development, Income Distribution, Migration O15"
1563,"KY: Developing Countries, Distribution, Elderly, Pension, Skill, Social Security, Welfare"
1564,GD: LDCs
1565,LA: English
1566,UD: 201210
1567,AN: 1327347
1568,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1569,TI: Does an Intra-household Flypaper Effect Exist? Evidence from the Educational Fee Reduction Reform in Rural China
1570,"AU: Shi, Xinzheng"
1571,AF: Tsinghua U
1572,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.05.006
1573,"SO: Journal of Development Economics, 99(2), November 2012, pp. 459-73"
1574,IS: 0304-3878
1575,AV: http://www.sciencedirect.com/science/journal/03043878
1576,DT: Journal Article
1577,PY: 2012
1578,"AB: We test for evidence of an intra-household flypaper effect by evaluating the impact of an educational fee reduction reform in rural China on different categories of household expenditure, including spending on individual children. Using pre- and post-reform data, this study exploits cohort comparisons, variation in the extent of school fee reductions across different villages, and variation in the subsidies received by children enrolled in different grades within the same family to identify the impact of the reform. The results show that educational fee reductions are matched by increased voluntary educational spending on the same children who receive the fee reductions, providing strong evidence of an intra-household flypaper effect."
1579,"DE: Household Production and Intrahousehold Allocation D13Analysis of Education I21Education: Government Policy I28Fertility, Family Planning, Child Care, Children, Youth J13Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Socialist Systems and Transitional Economies: Urban, Rural, and Regional Economics P25Socialist Institutions and Their Transitions: Consumer Economics, Health, Education and Training: Welfare, Income, Wealth, and Poverty P36"
1580,"KY: Children, Family, Households"
1581,GD: China
1582,GR: Asia
1583,LA: English
1584,UD: 201210
1585,AN: 1327348
1586,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1587,TI: The Better You Are the Stronger It Makes You: Evidence on the Asymmetric Impact of Liberalization
1588,"AU: Iacovone, Leonardo"
1589,AF: World Bank
1590,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.06.001
1591,"SO: Journal of Development Economics, 99(2), November 2012, pp. 474-85"
1592,IS: 0304-3878
1593,AV: http://www.sciencedirect.com/science/journal/03043878
1594,DT: Journal Article
1595,PY: 2012
1596,"AB: This paper shows how trade liberalization can have an asymmetric effect on heterogeneous firms. It develops a neo-Schumpeterian growth model predicting that the impact of liberalization on economic performance is positive ""on average"", but more advanced firms benefit more. These predictions are tested using Mexican plant-level data confirming that, under NAFTA, the liberalization spurred productivity growth on average. However, the empirical analysis goes beyond estimating the average effect of liberalization and shows that more advanced firms benefited disproportionately more from the liberalization. Focusing on the mechanisms explaining these results, the paper shows that the results are not just driven by an increase in input usage and investments, but rather by innovative and managerial efforts as they are significantly stronger in those sectors where the scope for innovative activities is larger."
1597,"DE: Current Heterodox Approaches: Institutional, Evolutionary B52Production, Cost, Capital, Capital, Total Factor, and Multifactor Productivity, Capacity D24Trade Policy, International Trade Organizations F13Industrialization, Manufacturing and Service Industries, Choice of Technology O14International Linkages to Development, Role of International Organizations O19"
1598,"KY: Liberalization, NAFTA, Productivity, Schumpeterian, Trade"
1599,GD: Mexico
1600,GR: Latin America and the Caribbean
1601,LA: English
1602,UD: 201210
1603,AN: 1327349
1604,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1605,TI: The Impact of Teacher Subject Knowledge on Student Achievement: Evidence from Within-Teacher Within-Student Variation
1606,"AU: Metzler, Johannes, Woessmann, Ludger"
1607,"AF: U Munich and Monitor Group, Ifo Institute, U Munich and CESifo, Munich"
1608,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.06.002
1609,"SO: Journal of Development Economics, 99(2), November 2012, pp. 486-96"
1610,IS: 0304-3878
1611,AV: http://www.sciencedirect.com/science/journal/03043878
1612,DT: Journal Article
1613,PY: 2012
1614,"AB: Teachers differ greatly in how much they teach their students, but little is known about which teacher attributes account for this. We estimate the causal effect of teacher subject knowledge on student achievement using within-teacher within-student variation, exploiting a unique Peruvian 6th-grade dataset that tested both students and their teachers in two subjects. Observing teachers teaching both subjects in one-classroom-per-grade schools, we circumvent omitted-variable and selection biases using a correlated random effects model that identifies from differences between the two subjects. After measurement-error correction, one standard deviation in subject-specific teacher achievement increases student achievement by about 9% of a standard deviation in math. Effects in reading are significantly smaller and mostly not significantly different from zero. Effects also depend on the teacher-student match in ability and gender."
1615,"DE: Analysis of Education I21Fertility, Family Planning, Child Care, Children, Youth J13Public Sector Labor Markets J45Economic Development: Human Resources, Human Development, Income Distribution, Migration O15"
1616,"KY: Teacher, Teaching"
1617,GD: Peru
1618,GR: Latin America and the Caribbean
1619,LA: English
1620,UD: 201210
1621,AN: 1327350
1622,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1623,"TI: Schooling, Educational Achievement, and the Latin American Growth Puzzle"
1624,"AU: Hanushek, Eric A., Woessmann, Ludger"
1625,"AF: Hoover Institution, Stanford U and CESifo, Munich, Ifo Institute, U Munich and CESifo, Munich"
1626,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.06.004
1627,"SO: Journal of Development Economics, 99(2), November 2012, pp. 497-512"
1628,IS: 0304-3878
1629,AV: http://www.sciencedirect.com/science/journal/03043878
1630,DT: Journal Article
1631,PY: 2012
1632,"AB: Latin American economic development has been perceived as a puzzle. The region has trailed most other world regions over the past half century despite relatively high initial development and school attainment levels. This puzzle, however, can be resolved by considering educational achievement, a direct measure of human capital. We introduce a new, more inclusive achievement measure that comes from splicing regional achievement tests into worldwide tests. In growth regressions, the positive growth effect of educational achievement fully accounts for the poor growth performance of Latin American countries. These results are confirmed in a number of instrumental-variable specifications that exploit plausibly exogenous achievement variation stemming from historical and institutional determinants of educational achievement. Finally, a development accounting analysis finds that, once educational achievement is included, human capital can account for between half and two thirds of the income differences between Latin America and the rest of the world."
1633,"DE: Analysis of Education I21Education and Economic Development I25Human Capital, Skills, Occupational Choice, Labor Productivity J24Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47"
1634,"KY: Development, Growth, Human Capital, Income, Poor, Schooling"
1635,GD: Latin America
1636,GR: Latin America and the Caribbean
1637,LA: English
1638,UD: 201210
1639,AN: 1327351
1640,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1641,TI: Does Having a Cadre Parent Pay? Evidence from the First Job Offers of Chinese College Graduates
1642,"AU: Li, Hongbin, Meng, Lingsheng, Shi, Xinzheng, Wu, Binzhen"
1643,"AF: Tsinghua U, Tsinghua U, Tsinghua U, Tsinghua U"
1644,DO: http://dx.doi.org/10.1016/j.jdeveco.2012.06.005
1645,"SO: Journal of Development Economics, 99(2), November 2012, pp. 513-20"
1646,IS: 0304-3878
1647,AV: http://www.sciencedirect.com/science/journal/03043878
1648,DT: Journal Article
1649,PY: 2012
1650,"AB: We estimate the wage premium associated with having a cadre parent in China using a recent survey of college graduates carried out by the authors. The wage premium of having a cadre parent is 15%, and this premium cannot be explained by other observables such as college entrance exam scores, quality of colleges and majors, a full set of college human capital attributes, and job characteristics. These results suggest that the remaining premium could be the true wage premium of having a cadre parent."
1651,"DE: Higher Education, Research Institutions I23Human Capital, Skills, Occupational Choice, Labor Productivity J24Wage Level and Structure, Wage Differentials J31Economic Development: Human Resources, Human Development, Income Distribution, Migration O15Socialist Systems and Transitional Economies: Factor and Product Markets, Industry Studies, Population P23Socialist Institutions and Their Transitions: Consumer Economics, Health, Education and Training: Welfare, Income, Wealth, and Poverty P36"
1652,"KY: Human Capital, Pay, Wage"
1653,GD: China
1654,GR: Asia
1655,LA: English
1656,UD: 201210
1657,AN: 1327352
1658,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1659,TI: What Makes Growth Sustained?
1660,"AU: Berg, Andrew, Ostry, Jonathan D., Zettelmeyer, Jeromin"
1661,"AF: IMF, IMF, European Bank for Reconstruction and Development"
1662,DO: http://dx.doi.org/10.1016/j.jdeveco.2011.08.002
1663,"SO: Journal of Development Economics, 98(2), July 2012, pp. 149-66"
1664,IS: 0304-3878
1665,AV: http://www.sciencedirect.com/science/journal/03043878
1666,DT: Journal Article
1667,PY: 2012
1668,"AB: We identify structural breaks in economic growth in 140 countries and use these to define ""growth spells:"" periods of high growth preceded by an upbreak and ending either with a downbreak or with the end of the sample. Growth spells tend to be shorter in African and Latin American countries than elsewhere. We find evidence that growth duration is positively related to: the degree of equality of the income distribution, democratic institutions, export orientation (with higher propensities to export manufactures, greater openness to FDI, and avoidance of exchange rate overvaluation favorable for duration), and macroeconomic stability."
1669,"DE: Macroeconomics: Production E23Macroeconomic Analyses of Economic Development O11Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47Comparative Studies of Countries O57"
1670,"KY: Economic Growth, Growth, Income, Macroeconomics"
1671,GD: Selected Countries
1672,LA: English
1673,UD: 201205
1674,AN: 1297185
1675,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1676,TI: Growth Miracles and Failures in a Markov Switching Classification Model of Growth
1677,"AU: Kerekes, Monika"
1678,"AF: Osteuropa-Institut, Free U Berlin"
1679,DO: http://dx.doi.org/10.1016/j.jdeveco.2011.06.012
1680,"SO: Journal of Development Economics, 98(2), July 2012, pp. 167-77"
1681,IS: 0304-3878
1682,AV: http://www.sciencedirect.com/science/journal/03043878
1683,DT: Journal Article
1684,PY: 2012
1685,"AB: In this paper, economic growth is interpreted as a sequence of transitions between distinct growth regimes that countries visit with different frequencies. Countries featuring similar growth dynamics are endogenously grouped into three different clusters. The first cluster comprises successful countries that are characterized by lengthy periods of high or very high growth. Moderately successful countries in the second cluster experience both periods of reasonable growth and periods of stagnation, whereas failing countries in the third cluster suffer from highly volatile growth rates with frequent episodes of crisis. Successful countries are characterized by better initial conditions, policies, and institutions compared to the other countries. Neither initial conditions nor institutions distinguish moderately successful from failing countries, what makes them different is policy in the form of investments into infrastructure and human capital, trade liberalization, and limited policy volatility."
1686,"DE: Trade Policy, International Trade Organizations F13One, Two, and Multisector Growth Models O41Measurement of Economic Growth, Aggregate Productivity, Cross-Country Output Convergence O47"
1687,"KY: Economic Growth, Growth, Liberalization, Policy, Trade"
1688,GD: Selected Countries
1689,LA: English
1690,UD: 201205
1691,AN: 1297186
1692,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1693,TI: Is Inflation Targeting a Good Remedy to Control Inflation?
1694,"AU: de Mendonca, Helder Ferreira, de Guimaraes e Souza, Gustavo Jose"
1695,"AF: Fluminense Federal U, U Brasilia and Bank of Brazil"
1696,DO: http://dx.doi.org/10.1016/j.jdeveco.2011.06.011
1697,"SO: Journal of Development Economics, 98(2), July 2012, pp. 178-91"
1698,IS: 0304-3878
1699,AV: http://www.sciencedirect.com/science/journal/03043878
1700,DT: Journal Article
1701,PY: 2012
1702,"AB: Since the 1990s inflation targeting (IT) has been adopted by several central banks as a strategy for monetary policy. It is expected that the adoption of this monetary regime can reduce inflation and inflation volatility. This article is concerned with these issues and makes use of the propensity score matching methodology on a sample of 180 countries for the period from 1990 to 2007. For analysis, the sample is split into two sets of countries (advanced and developing). The findings suggest that the adoption of IT is an ideal monetary regime for developing economies and, in addition to reducing inflation volatility, can drive inflation down to internationally acceptable levels. Regarding advanced economies, the adoption of IT does not appear to represent an advantageous strategy. In brief, the empirical results indicate that the adoption of IT is useful for countries that must enhance their credibility for the management of monetary policy."
1703,"DE: Price Level, Inflation, Deflation E31Monetary Policy E52Macroeconomic Analyses of Economic Development O11Fiscal and Monetary Policy in Development O23"
1704,"KY: Inflation, Monetary, Monetary Policy, Policy"
1705,GD: Selected Countries
1706,LA: English
1707,UD: 201205
1708,AN: 1297187
1709,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1710,TI: Risk Taking under Heterogenous Revenue Sharing
1711,"AU: Belhaj, Mohamed, Deroian, Frederic"
1712,"AF: Ecole Centrale Marseille and GREQAM, GREQAM and CNRS, Paris"
1713,DO: http://dx.doi.org/10.1016/j.jdeveco.2011.07.003
1714,"SO: Journal of Development Economics, 98(2), July 2012, pp. 192-202"
1715,IS: 0304-3878
1716,AV: http://www.sciencedirect.com/science/journal/03043878
1717,DT: Journal Article
1718,PY: 2012
1719,"AB: We examine the impact of informal risk sharing on risk taking incentives when transfers are organized through a social network. A bilateral partial sharing rule satisfies that neighbors share equally a part of their revenue. In such a society, correlated technologies generate interdependent risk levels. We obtain three findings. First, there is a unique and interior Nash-equilibrium risk profile, and it is in general differentiated and related to the Bonacich measure of the risk sharing network. Second, more revenue sharing enhances risk taking on average, although some agents may lower their risk level. Last, we find that under investment might often be observed."
1720,"DE: Criteria for Decision-Making under Risk and Uncertainty D81Economic Sociology, Economic Anthropology, Social and Economic Stratification Z13"
1721,"KY: Equilibrium, Risk, Risk Sharing, Risk Taking, Social Networks"
1722,LA: English
1723,UD: 201205
1724,AN: 1297188
1725,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1726,TI: Matching in Community-Based Organizations
1727,"AU: Arcand, Jean-Louis, Fafchamps, Marcel"
1728,"AF: Graduate Institute of International and Development Studies, Geneva, U Oxford"
1729,DO: http://dx.doi.org/10.1016/j.jdeveco.2011.07.002
1730,"SO: Journal of Development Economics, 98(2), July 2012, pp. 203-19"
1731,IS: 0304-3878
1732,AV: http://www.sciencedirect.com/science/journal/03043878
1733,DT: Journal Article
1734,PY: 2012
1735,"AB: Using a rich dataset from West Africa, we examine the household characteristics associated with membership in community-based organizations (CBOs). We find that on average it is the more fortunate members of rural society who belong in CBOs. In Senegal, the dominant criterion is land ownership. In Burkina Faso it is age and family ties with village authorities. Ethnicity plays a role as well: CBO membership is less likely for ethnic groups that traditionally emphasize livestock raising. Next we look for evidence of assortative matching along multiple dimensions, using an original methodology based on dyadic regressions. We find robust evidence of positive assorting by physical and ethnic proximity as well as by wealth and household size. Along certain dimensions, donor-sponsored CBOs are less elitist and more inclusive. But the reverse is true for other dimensions, particularly in Burkina Faso."
1736,"DE: Consumer Economics: Empirical Analysis D12Economics of Minorities, Races, Indigenous Peoples, and Immigrants, Non-labor Discrimination J15Nonprofit Institutions, NGOs L31Microeconomic Analyses of Economic Development O12Economic Development: Urban, Rural, Regional, and Transportation Analysis, Housing, Infrastructure O18Economic Sociology, Economic Anthropology, Social and Economic Stratification Z13"
1737,"KY: Households, Rural, Village, Wealth"
1738,GD: W. Africa
1739,GR: Africa
1740,LA: English
1741,UD: 201205
1742,AN: 1297189
1743,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1744,TI: An Instrumental Variables Approach to Estimating Tax Revenue Elasticities: Evidence from Sub-Saharan Africa
1745,"AU: Bruckner, Markus"
1746,AF: U Adelaide
1747,DO: http://dx.doi.org/10.1016/j.jdeveco.2011.07.006
1748,"SO: Journal of Development Economics, 98(2), July 2012, pp. 220-27"
1749,IS: 0304-3878
1750,AV: http://www.sciencedirect.com/science/journal/03043878
1751,DT: Journal Article
1752,PY: 2012
1753,AB: This paper exploits the significant response of real GDP growth of Sub-Saharan African countries to exogenous international commodity price and rainfall shocks to construct instrumental variables estimates of the tax revenue elasticity IV estimates yield that a 1% increase in GDP increases tax revenues by up to 2.5%.
1754,"DE: Model Construction and Estimation C51Macroeconomics: Production E23Fiscal Policy E62Taxation, Subsidies, and Revenue: General H20Fiscal and Monetary Policy in Development O23"
1755,"KY: Revenue, Tax"
1756,GD: Sub-Saharan Africa
1757,GR: Africa
1758,LA: English
1759,UD: 201205
1760,AN: 1297190
1761,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1762,"TI: Social Contracts, Markets and Efficiency: Groundwater Irrigation in North India"
1763,"AU: Banerji, A., Meenakshi, J. V., Khanna, Gauri"
1764,"AF: U Delhi, U Delhi, World Health Organization, Geneva"
1765,DO: http://dx.doi.org/10.1016/j.jdeveco.2011.07.005
1766,"SO: Journal of Development Economics, 98(2), July 2012, pp. 228-37"
1767,IS: 0304-3878
1768,AV: http://www.sciencedirect.com/science/journal/03043878
1769,DT: Journal Article
1770,PY: 2012
1771,"AB: This paper uses primary data to analyze the institutions and informal markets that govern groundwater allocation in a sugarcane-cultivating village in North India. We find that, in contrast to earlier literature, the observed water trades result in efficient water allocation across farms. We interpret this and other stylized facts in terms of a social contract using a simple bargaining model with limited inter-player transfers. Poor functioning of the power sector leads to reduced pumping and a water supply constraint. Simulations show that power supply reform can significantly increase farm yields, and be financed out of increased farm profits."
1772,"DE: Economic Development: Agriculture, Natural Resources, Energy, Environment, Other Primary Products O13Economic Development: Urban, Rural, Regional, and Transportation Analysis, Housing, Infrastructure O18Micro Analysis of Farm Firms, Farm Households, and Farm Input Markets Q12Land Ownership and Tenure, Land Reform, Land Use, Irrigation, Agriculture and Environment Q15Renewable Resources and Conservation: Water Q25"
1773,"KY: Farms, Groundwater, Irrigation, Sugarcane, Village, Water"
1774,GD: India
1775,GR: Asia
1776,LA: English
1777,UD: 201205
1778,AN: 1297191
1779,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1780,TI: An Aspect of Variable Population Poverty Comparisons
1781,"AU: Hassoun, Nicole, Subramanian, S."
1782,"AF: Carnegie Mellon U, Madras Institute of Development Studies"
1783,DO: http://dx.doi.org/10.1016/j.jdeveco.2011.07.004
1784,"SO: Journal of Development Economics, 98(2), July 2012, pp. 238-41"
1785,IS: 0304-3878
1786,AV: http://www.sciencedirect.com/science/journal/03043878
1787,DT: Journal Article
1788,PY: 2012
1789,"AB: This paper demonstrates that the property of replication invariance, generally considered to be an innocuous requirement for the extension of fixed-population poverty comparisons to variable-population contexts, is incompatible with other plausible variable- and fixed-population axioms. This fact raises questions about what constitutes an appropriate headcount assessment of poverty, in terms of whether one should focus on the proportion, or the absolute numbers, of the population in poverty. This observation, in turn, has important implications for tracking poverty and setting targets for its reduction or elimination."
1790,"DE: Measurement and Analysis of Poverty I32Welfare, Well-Being, and Poverty: Government Programs, Provision and Effects of Welfare Programs I38Economic Development: Human Resources, Human Development, Income Distribution, Migration O15"
1791,"KY: Population, Poverty"
1792,LA: English
1793,UD: 201205
1794,AN: 1297192
1795,"This record is part of the EconLit bibliographic database. Copyright(c) 2017, American Economic Association"
1796,TI: Supply and Quality Choices in Private Child Care Markets: Evidence from Sao Paulo
1797,"AU: Bastos, Paulo, Cristia, Julian"
1798,"AF: Inter-American Development Bank, Inter-American Development Bank"
1799,DO: http://dx.doi.org/10.1016/j.jdeveco.2011.08.001
1800,"SO: Journal of Development Economics, 98(2), July 2012, pp. 242-55"
1801,IS: 0304-3878
1802,AV: http://www.sciencedirect.com/science/journal/03043878
1803,DT: Journal Article
1804,PY: 2012
1805,"AB: Many developing countries have adopted the market approach for expanding the supply of child care, but little is known about the economic behavior of independent providers. Drawing on uniquely rich census data on child care providers from Sao Paulo, we document three main facts: (1) the stock of private suppliers is considerably larger in high-income city districts, (2) the quality of private provision--as measured by teachers' schooling, group size, and equipment--is highly heterogeneous across space and increases systematically with local household income, and (3) a considerable share of centers operates below recommended (but not regulated) quality standards, especially in low-income districts. These findings are consistent with a model of endogenous entry and quality choices by heterogeneous providers. Market-driven heterogeneity in the quality of provision across space is an important consideration for the design of regulations in child care markets."
