,metadata,Journal,PubDate,Title,clean name,confirmed name,Sex,last name,first name
9794,"Morley, R",EJ,1979,"PROFIT, RELATIVE PRICES AND UNEMPLOYMENT", R Morley,,,Morley, R
9795,"Magat, Wa",EJ,1979,TECHNOLOGICAL ADVANCE WITH DEPLETION OF INNOVATION POSSIBILITIES -, Wa Magat,,,Magat, Wa
9796,"Martinezsaldivar, Ml",EJ,1979,"EFFECTS OF LAND-REFORM ON AGRICULTURAL PRODUCTION, EMPLOYMENT AND", Ml Martinezsaldivar,,,Martinezsaldivar, Ml
9797,"Trotmandickenson, Pi",EJ,1979,DISTRIBUTION OF REMUNERATION OF EXECUTIVES, Pi Trotmandickenson,,,Trotmandickenson, Pi
9798,"Levin, Jh",EJ,1979,DYNAMIC INSTABILITY OF FIXED EXCHANGE-RATE SYSTEMS, Jh Levin,,,Levin, Jh
9799,"Kitchin, Pd",EJ,1979,EFFECTIVE PROTECTION AND ECONOMIC-PERFORMANCE IN UK, Pd Kitchin,,,Kitchin, Pd
9800,"Smallwood, De",QJE,1979,PRODUCT QUALITY IN MARKETS WHERE CONSUMERS ARE IMPERFECTLY INFORMED, De Smallwood,?,?,Smallwood, De
9801,"Canzoneri, M",QJE,1979,REDUCED FORMS OF RATIONAL EXPECTATIONS MODELS, M Canzoneri,,,Canzoneri, M
9802,"Aubareda, J",QJE,1979,STEADY-STATE GROWTH OF THE LONG-RUN SALES-MAXIMIZING FIRM, J Aubareda,,,Aubareda, J
9803,"Eubank, Aa",QJE,1979,PRICE ADJUSTMENT MECHANISM FOR RENTAL HOUSING IN THE UNITED-STATES, Aa Eubank,?,?,Eubank, Aa
9804,"Pratt, Jw",QJE,1979,PRICE DIFFERENCES IN ALMOST COMPETITIVE MARKETS, Jw Pratt,,,Pratt, Jw
9805,"Gianessi, Lp",QJE,1979,DISTRIBUTIONAL EFFECTS OF UNIFORM AIR-POLLUTION POLICY IN THE, Lp Gianessi,,,Gianessi, Lp
9806,"Dunn, Lf",QJE,1979,MEASUREMENT OF INTERNAL INCOME-LEISURE TRADEOFFS, Lf Dunn,,,Dunn, Lf
9807,"Barnow, Bs",QJE,1979,COSTS OF DEFINED BENEFIT PENSION PLANS AND FIRM ADJUSTMENTS, Bs Barnow,?,?,Barnow, Bs
9808,"Grossbard, A",AER,1978,TOWARDS A MARRIAGE BETWEEN ECONOMICS AND ANTHROPOLOGY AND A GENERAL, A Grossbard,?,?,Grossbard, A
9809,"Visscher, M",AER,1978,2ND BEST PRICING WITH STOCHASTIC DEMAND, M Visscher,,,Visscher, M
9810,"Niemi, B",AER,1978,SEX-DIFFERENCES IN LABOR SUPPLY ELASTICITY - IMPLICATIONS OF SECTORAL, B Niemi,?,?,Niemi, B
9811,"Lingle, Rc",AER,1978,WOMENS INCREASING UNEMPLOYMENT - CROSS-SECTIONAL ANALYSIS, Rc Lingle,,,Lingle, Rc
9812,"Jones, Eb",AER,1978,WOMENS INCREASING UNEMPLOYMENT - CROSS-SECTIONAL ANALYSIS, Eb Jones,?,?,Jones, Eb
9813,"Vickery, C",AER,1978,UNEMPLOYMENT RATE TARGETS AND ANTI-INFLATION POLICY AS MORE WOMEN ENTER, C Vickery,?,?,Vickery, C
9814,"Swartz, K",AER,1978,UNEMPLOYMENT RATE TARGETS AND ANTI-INFLATION POLICY AS MORE WOMEN ENTER, K Swartz,,,Swartz, K
9815,"Bullard, Cw",AER,1978,"ENERGY, HECKSCHER-OHLIN THEOREM, AND UNITED-STATES INTERNATIONAL-TRADE", Cw Bullard,?,?,Bullard, Cw
9816,"Brown, L",AER,1978,SOUTHWEST - REGION UNDER STRESS, L Brown,,,Brown, L
9817,"Leone, Ra",AER,1978,NEW ENGLAND STATES AND THEIR ECONOMIC FUTURE - SOME IMPLICATIONS OF A, Ra Leone,,,Leone, Ra
9818,"Hudson, Ea",AER,1978,ENERGY-POLICY AND UNITED-STATES ECONOMIC-GROWTH, Ea Hudson,?,?,Hudson, Ea
9819,"Hekman, Js",AER,1978,ANALYSIS OF CHANGING LOCATION OF IRON AND STEEL PRODUCTION IN, Js Hekman,,,Hekman, Js
9820,"Faxen, Ko",AER,1978,DISEMBODIED TECHNICAL PROGRESS - DOES EMPLOYEE PARTICIPATION IN, Ko Faxen,,,Faxen, Ko
9821,"Loeb, M",AER,1978,SUCCESS INDICATORS IN SOVIET-UNION - PROBLEM OF INCENTIVES AND EFFICIENT, M Loeb,,,Loeb, M
9822,"Spellman, We",AER,1978,"GRADUATE-STUDENTS IN ECONOMICS, 1940-74", We Spellman,,,Spellman, We
9823,"Gabriel, Db",AER,1978,"GRADUATE-STUDENTS IN ECONOMICS, 1940-74", Db Gabriel,?,?,Gabriel, Db
9824,"Black, H",AER,1978,DISCRIMINATION IN MORTGAGE LENDING, H Black,?,?,Black, H
9825,"Schweitzer, Rl",AER,1978,DISCRIMINATION IN MORTGAGE LENDING, Rl Schweitzer,,,Schweitzer, Rl
9826,"Mandell, L",AER,1978,DISCRIMINATION IN MORTGAGE LENDING, L Mandell,,,Mandell, L
9827,"Ghiselin, Mt",AER,1978,ECONOMY OF BODY, Mt Ghiselin,,,Ghiselin, Mt
9828,"Fiorina, Mp",AER,1978,"VOTERS, LEGISLATORS AND BUREAUCRACY - INSTITUTIONAL DESIGN IN", Mp Fiorina,,,Fiorina, Mp
9829,"Greenwood, Ph",AER,1978,"UNCERTAIN EXTERNALITIES, LIABILITY RULES, AND RESOURCE-ALLOCATION", Ph Greenwood,,,Greenwood, Ph
9830,"Mcnees, Sk",AER,1978,RATIONALITY OF ECONOMIC FORECASTS, Sk Mcnees,,,Mcnees, Sk
9831,"Callen, Jl",AER,1978,"PRODUCTION, EFFICIENCY, AND WELFARE IN NATURAL-GAS TRANSMISSION INDUSTRY", Jl Callen,,,Callen, Jl
9832,"Warner, Jc",AER,1978,UNFULFILLED LONG-TERM INTEREST-RATE EXPECTATIONS AND CHANGES IN BUSINESS, Jc Warner,,,Warner, Jc
9833,"Unger, Rm",AER,1978,ILLUSIONS OF NECESSITY IN ECONOMIC ORDER, Rm Unger,,,Unger, Rm
9834,"Bilson, Jfo",AER,1978,CURRENT EXPERIENCE WITH FLOATING EXCHANGE-RATES - APPRAISAL OF MONETARY, Jfo Bilson,,,Bilson, Jfo
9835,"Blair, Rd",AER,1978,"VERTICAL INTEGRATION, TYING, AND ANTITRUST POLICY", Rd Blair,,,Blair, Rd
9836,"Miles, Ma",AER,1978,"CURRENCY SUBSTITUTION, FLEXIBLE EXCHANGE-RATES, AND MONETARY", Ma Miles,,,Miles, Ma
9837,"Megdal, Sb",AER,1978,ECONOMETRIC DEFINITION OF INFLATION-UNEMPLOYMENT TRADEOFF, Sb Megdal,,,Megdal, Sb
9838,"Miyao, T",AER,1978,DYNAMIC INSTABILITY OF A MIXED CITY IN PRESENCE OF NEIGHBORHOOD, T Miyao,,,Miyao, T
9839,"Trosper, Rl",AER,1978,AMERICAN-INDIAN RELATIVE RANCHING EFFICIENCY, Rl Trosper,,,Trosper, Rl
9840,"White, Bb",AER,1978,EMPIRICAL TESTS OF LIFE-CYCLE HYPOTHESIS, Bb White,?,?,White, Bb
9841,"Perry, Mk",AER,1978,VERTICAL INTEGRATION - MONOPSONY CASE, Mk Perry,,,Perry, Mk
9842,"Mackinnon, Jg",AER,1978,MARKET AND SHADOW LAND RENTS WITH CONGESTION, Jg Mackinnon,,,Mackinnon, Jg
9843,"Enders, W",AER,1978,"DEVALUATION, WEALTH EFFECTS, AND RELATIVE PRICES", W Enders,,,Enders, W
9844,"Sorenson, J",AER,1978,THEORY OF PRICING UNDER DECREASING COSTS, J Sorenson,,,Sorenson, J
9845,"Tschirhart, J",AER,1978,THEORY OF PRICING UNDER DECREASING COSTS, J Tschirhart,,,Tschirhart, J
9846,"Swoboda, Ak",AER,1978,"GOLD, DOLLARS, EURO-DOLLARS, AND WORLD MONEY STOCK UNDER FIXED", Ak Swoboda,?,?,Swoboda, Ak
9847,"Berry, J",AER,1978,FIXED RULES VS ACTIVISM IN CONDUCT OF MONETARY-POLICY, J Berry,,,Berry, J
9848,"Harkness, J",AER,1978,FACTOR ABUNDANCE AND COMPARATIVE ADVANTAGE, J Harkness,,,Harkness, J
9849,"Keeley, Mc",AER,1978,ESTIMATION OF LABOR SUPPLY MODELS USING EXPERIMENTAL-DATA, Mc Keeley,,,Keeley, Mc
9850,"Spiegelman, Rg",AER,1978,ESTIMATION OF LABOR SUPPLY MODELS USING EXPERIMENTAL-DATA, Rg Spiegelman,,,Spiegelman, Rg
9851,"West, Rw",AER,1978,ESTIMATION OF LABOR SUPPLY MODELS USING EXPERIMENTAL-DATA, Rw West,,,West, Rw
9852,"Goldberg, Ms",AER,1978,BIASED SCREENING AND DISCRIMINATION IN LABOR-MARKET, Ms Goldberg,,,Goldberg, Ms
9853,"Hagen, Kp",ECA,1978,CHOICE OF PRODUCT QUALITY - EQUILIBRIUM AND EFFICIENCY, Kp Hagen,,,Hagen, Kp
9854,"Guesnerie, R",RES,1986,SUNSPOTS AND CYCLES, R Guesnerie,,,Guesnerie, R
9855,"Geanakoplos, Jd",RES,1986,WALRASIAN INDETERMINACY AND KEYNESIAN MACROECONOMICS, Jd Geanakoplos,,,Geanakoplos, Jd
9856,"Fujita, M",RES,1986,SPATIAL COMPETITION WITH A LAND MARKET - HOTELLING AND VONTHUNEN UNIFIED, M Fujita,,,Fujita, M
9857,"Thomas, M",EJ,1986,"COMPARATIVE ADVANTAGE IN UK MANUFACTURING TRADE, 1910-1935", M Thomas,,,Thomas, M
9858,"Whittaker, R",EJ,1986,ALTERNATIVE FINANCIAL POLICY RULES IN AN OPEN-ECONOMY UNDER RATIONAL AND, R Whittaker,,,Whittaker, R
9859,"Dorey, V",EJ,1986,MONETARY POLICIES IN INTERDEPENDENT ECONOMIES WITH STOCHASTIC, V Dorey,,,Dorey, V
9860,"Wall, Ra",EJ,1986,THE EVOLUTION OF TECHNOLOGIES AND INVESTMENT IN INNOVATION, Ra Wall,,,Wall, Ra
9861,"Mckenna, Cj",EJ,1986,EQUILIBRIUM WAGE OFFERS AND TURNOVER IN A SIMPLE SEARCH MARKET, Cj Mckenna,?,?,Mckenna, Cj
9862,"Chiang, Sh",EJ,1986,"COST SAVINGS, WAGES AND THE GROWTH OF THE FIRM", Sh Chiang,,,Chiang, Sh
9863,"Muris, Tj",JPE,1986,REGULATORY POLICY-MAKING AT THE FEDERAL-TRADE-COMMISSION - THE EXTENT OF, Tj Muris,,,Muris, Tj
9864,"Rob, R",AER,1986,THE DESIGN OF PROCUREMENT CONTRACTS, R Rob,,,Rob, R
9865,"Marsh, Ta",AER,1986,DIVIDEND VARIABILITY AND VARIANCE BOUNDS TESTS FOR THE RATIONALITY OF, Ta Marsh,,,Marsh, Ta
9866,"Matusz, Sj",EJ,1986,"IMPLICIT CONTRACTS, UNEMPLOYMENT AND INTERNATIONAL-TRADE", Sj Matusz,,,Matusz, Sj
9867,"Kooreman, P",EJ,1986,ESTIMATION OF RATIONED AND UNRATIONED HOUSEHOLD LABOR SUPPLY FUNCTIONS, P Kooreman,,,Kooreman, P
9868,"Becker, Rg",EJ,1986,THE SIMULTANEOUS USE OF RIVAL MODELS IN POLICY OPTIMIZATION, Rg Becker,,,Becker, Rg
9869,"Sharpe, Dr",EJ,1986,AGGREGATE CONSUMPTION AND THE DISTRIBUTION OF INCOME IN THE, Dr Sharpe,?,?,Sharpe, Dr
9870,"Chimerine, L",AER,1986,ECONOMIC SURPRISES AND MESSAGES OF THE 1980S, L Chimerine,,,Chimerine, L
9871,"Young, Rm",AER,1986,ECONOMIC SURPRISES AND MESSAGES OF THE 1980S, Rm Young,,,Young, Rm
9872,"Green, Rj",AER,1986,SUPPLY-SIDE MODELING FROM BITS AND PIECES, Rj Green,,,Green, Rj
9873,"Bielby, Wt",AER,1986,SEX SEGREGATION WITHIN OCCUPATIONS, Wt Bielby,,,Bielby, Wt
9874,"Baron, Jn",AER,1986,SEX SEGREGATION WITHIN OCCUPATIONS, Jn Baron,,,Baron, Jn
9875,"Green, Ca",AER,1986,WORK POWER AND EARNINGS OF WOMEN AND MEN, Ca Green,?,?,Green, Ca
9876,"Alt, Je",AER,1986,"PARTY STRATEGIES, WORLD DEMAND, AND UNEMPLOYMENT - THE POLITICAL-ECONOMY", Je Alt,,,Alt, Je
9877,"Keech, Wr",AER,1986,PARTY DIFFERENCES IN MACROECONOMIC POLICIES AND OUTCOMES, Wr Keech,,,Keech, Wr
9878,"Edwards, R",AER,1986,UNION-NONUNION EARNINGS DIFFERENTIALS AND THE DECLINE OF PRIVATE-SECTOR, R Edwards,,,Edwards, R
9879,"Swaim, P",AER,1986,UNION-NONUNION EARNINGS DIFFERENTIALS AND THE DECLINE OF PRIVATE-SECTOR, P Swaim,,,Swaim, P
9880,"Krattenmaker, Tg",AER,1986,COMPETITION AND COOPERATION IN THE MARKET FOR EXCLUSIONARY RIGHTS, Tg Krattenmaker,,,Krattenmaker, Tg
9881,"Macdowell, Ma",AER,1986,INCREASING THE PUBLICS UNDERSTANDING OF ECONOMICS - WHAT CAN WE EXPECT, Ma Macdowell,,,Macdowell, Ma
9882,"Kontorovich, V",AER,1986,SOVIET GROWTH SLOWDOWN - ECONOMETRIC VS DIRECT EVIDENCE, V Kontorovich,,,Kontorovich, V
9883,"Ribe, Fc",AER,1986,THE MONETARY-FISCAL MIX AND LONG-RUN GROWTH IN AN OPEN-ECONOMY, Fc Ribe,?,?,Ribe, Fc
9884,"Beeman, Wj",AER,1986,THE MONETARY-FISCAL MIX AND LONG-RUN GROWTH IN AN OPEN-ECONOMY, Wj Beeman,,,Beeman, Wj
9885,"Goldman, B",AER,1986,INITIAL FINDINGS FROM THE DEMONSTRATION OF STATE WORK WELFARE, B Goldman,?,?,Goldman, B
9886,"Gueron, J",AER,1986,INITIAL FINDINGS FROM THE DEMONSTRATION OF STATE WORK WELFARE, J Gueron,,,Gueron, J
9887,"Long, D",AER,1986,INITIAL FINDINGS FROM THE DEMONSTRATION OF STATE WORK WELFARE, D Long,?,?,Long, D
9888,"Fraker, T",AER,1986,AN EVALUATION OF THE EFFECT OF CASHING OUT FOOD STAMPS ON FOOD, T Fraker,,,Fraker, T
9889,"Cavin, E",AER,1986,AN EVALUATION OF THE EFFECT OF CASHING OUT FOOD STAMPS ON FOOD, E Cavin,?,?,Cavin, E
9890,"Mitchell, Rc",AER,1986,"PROPERTY-RIGHTS, PROTEST, AND THE SITING OF HAZARDOUS-WASTE FACILITIES", Rc Mitchell,,,Mitchell, Rc
9891,"Carson, Rt",AER,1986,"PROPERTY-RIGHTS, PROTEST, AND THE SITING OF HAZARDOUS-WASTE FACILITIES", Rt Carson,,,Carson, Rt
9892,"Desvousges, Wh",AER,1986,ASYMMETRIES IN THE VALUATION OF RISK AND THE SITING OF HAZARDOUS-WASTE, Wh Desvousges,,,Desvousges, Wh
9893,"Stevens, Bh",AER,1986,A MULTIREGIONAL MODEL FORECAST FOR THE UNITED-STATES THROUGH 1995, Bh Stevens,?,?,Stevens, Bh
9894,"Hirschey, M",AER,1986,"MERGERS, BUYOUTS AND FAKEOUTS", M Hirschey,,,Hirschey, M
9895,"Jensen, Mc",AER,1986,"AGENCY COSTS OF FREE CASH FLOW, CORPORATE-FINANCE, AND TAKEOVERS", Mc Jensen,,,Jensen, Mc
9896,"Carson, Ed",AER,1986,THE BLACK UNDERCLASS CONCEPT - SELF-HELP VS GOVERNMENT INTERVENTION, Ed Carson,?,?,Carson, Ed
9897,"Vroman, W",AER,1986,"TRANSFER PAYMENTS, SAMPLE SELECTION, AND MALE BLACK-WHITE EARNINGS", W Vroman,,,Vroman, W
9898,"Culp, Jm",AER,1986,FEDERAL-COURTS AND THE ENFORCEMENT OF TITLE-VII, Jm Culp,,,Culp, Jm
9899,"Damico, Rj",AER,1986,EMPLOYMENT AND WAGE EFFECTS OF INVOLUNTARY JOB SEPARATION - MALE-FEMALE, Rj Damico,,,Damico, Rj
9900,"Zalokar, N",AER,1986,GENERATIONAL-DIFFERENCES IN FEMALE OCCUPATIONAL ATTAINMENT - HAVE THE, N Zalokar,,,Zalokar, N
9901,"Hellwig, M",AER,1986,PRICE-SETTING FIRMS AND THE OLIGOPOLISTIC FOUNDATIONS OF PERFECT, M Hellwig,,,Hellwig, M
9902,"Michel, Rc",AER,1986,WORK FOR WELFARE - HOW MUCH GOOD WILL IT DO, Rc Michel,,,Michel, Rc
9903,"Dotsey, M",AER,1986,INFORMATIONAL IMPLICATIONS OF INTEREST-RATE RULES, M Dotsey,,,Dotsey, M
9904,"Farkas, G",ECA,1986,STRUCTURAL AND REDUCED-FORM MODELS OF CHOICE AMONG ALTERNATIVES IN, G Farkas,?,?,Farkas, G
9905,"Thompson, Dj",EJ,1986,PRIVATISATION - A POLICY IN SEARCH OF A RATIONALE, Dj Thompson,?,?,Thompson, Dj
9906,"Brittan, S",EJ,1986,PRIVATISATION - A COMMENT, S Brittan,,,Brittan, S
9907,"Jenkinson, T",EJ,1986,WHAT STOPPED THE INFLATION - UNEMPLOYMENT OR COMMODITY PRICES, T Jenkinson,,,Jenkinson, T
9908,"Vinals, Jm",EJ,1986,BUDGET DEFICITS AND THE CURRENT ACCOUNT IN THE PRESENCE OF CLASSICAL, Jm Vinals,,,Vinals, Jm
9909,"Fraletti, P",EJ,1986,BROKERS RECOMMENDATIONS - THE VALUE OF A TELEPHONE TIP, P Fraletti,,,Fraletti, P
9910,"Gabszewicz, Jj",EJ,1986,ON THE NATURE OF COMPETITION WITH DIFFERENTIATED PRODUCTS, Jj Gabszewicz,,,Gabszewicz, Jj
9911,"Satchell, Se",ECA,1986,A THEOREM OF VALIDITY FOR EDGEWORTH EXPANSIONS, Se Satchell,,,Satchell, Se
9912,"Doyle, C",EJ,1986,"INTERTEMPORAL PRICE-DISCRIMINATION, UNCERTAINTY AND INTRODUCTORY OFFERS", C Doyle,?,?,Doyle, C
9913,"Levy, E",EJ,1986,THE SPECULATIVE EFFICIENCY HYPOTHESIS - A BIVARIATE ANALYSIS, E Levy,?,?,Levy, E
9914,"Robinson, Pm",EJ,1986,NONPARAMETRIC METHODS IN SPECIFICATION, Pm Robinson,,,Robinson, Pm
9915,"Stoneman, Pl",EJ,1986,ADOPTION SUBSIDIES VS INFORMATION PROVISION AS INSTRUMENTS OF TECHNOLOGY, Pl Stoneman,,,Stoneman, Pl
9916,"Mayer, C",EJ,1986,AN INVESTIGATION OF UNIVERSITY SELECTION PROCEDURES, C Mayer,?,?,Mayer, C
9917,"Eckalbar, Jc",EJ,1985,INVENTORY FLUCTUATIONS IN A DISEQUILIBRIUM MACRO MODEL, Jc Eckalbar,,,Eckalbar, Jc
9918,"Zabala, Ca",EJ,1985,EFFECTS OF WORKER ATTITUDES ON PRODUCTION COSTS AND THE VALUE OF CAPITAL, Ca Zabala,?,?,Zabala, Ca
9919,"Tye, Wb",AER,1985,THE REGULATORY TRANSITION, Wb Tye,,,Tye, Wb
9920,"Sumansky, Jm",AER,1985,COMPUTER-APPLICATIONS IN PRE-COLLEGE ECONOMICS, Jm Sumansky,,,Sumansky, Jm
9921,"Dalgaard, Br",AER,1985,COST-EFFECTIVENESS OF COMPUTER-ASSISTED ECONOMICS INSTRUCTION, Br Dalgaard,?,?,Dalgaard, Br
9922,"Boyer, Cm",AER,1985,COST-EFFECTIVENESS OF COMPUTER-ASSISTED ECONOMICS INSTRUCTION, Cm Boyer,?,?,Boyer, Cm
9923,"Pulley, Lb",AER,1985,"SPECULATION, DEREGULATION, AND THE INTEREST-RATE", Lb Pulley,,,Pulley, Lb
9924,"Roback, J",AER,1985,"THE ECONOMIC-THOUGHT OF ORWELL,GEORGE", J Roback,,,Roback, J
9925,"Hagens, Jb",AER,1985,TESTING FOR THE EFFECTIVENESS OF WAGE-PRICE CONTROLS - AN APPLICATION TO, Jb Hagens,,,Hagens, Jb
9926,"Geweke, J",AER,1985,MACROECONOMETRIC MODELING AND THE THEORY OF THE REPRESENTATIVE AGENT, J Geweke,,,Geweke, J
9927,"Cohen, J",AER,1985,AN INTEGRATED ACCOUNTING MATRIX FOR CANADA AND THE UNITED-STATES, J Cohen,,,Cohen, J
9928,"Husted, S",AER,1985,AN INTEGRATED ACCOUNTING MATRIX FOR CANADA AND THE UNITED-STATES, S Husted,,,Husted, S
9929,"Reynolds, Cw",AER,1985,MODELING UNITED-STATES - MEXICO ECONOMIC LINKAGES, Cw Reynolds,?,?,Reynolds, Cw
9930,"Mccleery, Rk",AER,1985,MODELING UNITED-STATES - MEXICO ECONOMIC LINKAGES, Rk Mccleery,,,Mccleery, Rk
9931,"Dunning, Jh",AER,1985,THE INFLUENCE OF HYMER DISSERTATION ON THE THEORY OF FOREIGN, Jh Dunning,,,Dunning, Jh
9932,"Williams, Rm",AER,1985,"PEDDLERS FOREVER - CULTURE, COMPETITION, AND DISCRIMINATION", Rm Williams,,,Williams, Rm
9933,"Barry, J",AER,1985,WOMEN PRODUCTION WORKERS - LOW PAY AND HAZARDOUS WORK, J Barry,,,Barry, J
9934,"Miller, Ti",AER,1985,EXECUTIVE-COMPENSATION - FEMALE EXECUTIVES AND NETWORKING, Ti Miller,,,Miller, Ti
9935,"Ransom, Mr",AER,1985,LONGITUDINAL CHANGES IN SALARY AT A LARGE PUBLIC UNIVERSITY - WHAT, Mr Ransom,,,Ransom, Mr
9936,"Corcoran, Me",AER,1985,SEX-ROLE SOCIALIZATION AND LABOR-MARKET OUTCOMES, Me Corcoran,,,Corcoran, Me
9937,"Linder, Sb",AER,1985,PACIFIC PROTAGONIST - IMPLICATIONS OF THE RISING ROLE OF THE PACIFIC, Sb Linder,,,Linder, Sb
9938,"Volker, Pa",AER,1985,WHAT WILL TAKE THE CON OUT OF ECONOMETRICS, Pa Volker,,,Volker, Pa
9939,"Herriott, Sr",AER,1985,LEARNING FROM EXPERIENCE IN ORGANIZATIONS, Sr Herriott,,,Herriott, Sr
9940,"Levinthal, D",AER,1985,LEARNING FROM EXPERIENCE IN ORGANIZATIONS, D Levinthal,?,?,Levinthal, D
9941,"Peters, G",AER,1985,IS HISTORY STRANGER THAN THEORY - THE ORIGIN OF TELEPHONE SEPARATIONS, G Peters,?,?,Peters, G
9942,"Pollin, R",AER,1985,STABILITY AND INSTABILITY IN THE DEBT-INCOME RELATIONSHIP, R Pollin,,,Pollin, R
9943,"Wojnilower, Am",AER,1985,"PRIVATE CREDIT DEMAND, SUPPLY, AND CRUNCHES - HOW DIFFERENT ARE THE", Am Wojnilower,?,?,Wojnilower, Am
9944,"Gourinchas, Po",AER,2001,The empirical importance of precautionary saving, Po Gourinchas,,,Gourinchas, Po
9945,"Storesletten, K",AER,2001,How important are idiosyncratic shocks? Evidence from labor supply, K Storesletten,,,Storesletten, K
9946,"Cagetti, M",AER,2001,Interest elasticity in a life-cycle model with precautionary savings, M Cagetti,,,Cagetti, M
9947,"Kaplan, Sn",AER,2001,"Venture capitalists as principals: Contracting, screening, and", Sn Kaplan,,,Kaplan, Sn
9948,"Stromberg, P",AER,2001,"Venture capitalists as principals: Contracting, screening, and", P Stromberg,,,Stromberg, P
9949,"Santos, T",AER,2001,Financial intermediation without exclusivity, T Santos,,,Santos, T
9950,"Rebeck, K",AER,2001,Assessing the economic understanding of US high school students, K Rebeck,,,Rebeck, K
9951,"Juang, Wt",ECA,2001,Learning from popularity, Wt Juang,,,Juang, Wt
9952,"Battalio, R",ECA,2001,Optimization incentives and coordination failure in laboratory stag hunt, R Battalio,,,Battalio, R
9953,"Van Huyck, J",ECA,2001,Optimization incentives and coordination failure in laboratory stag hunt, J Van Huyck,,,Van Huyck, J
9954,"Govindan, S",ECA,2001,Direct proofs of generic finiteness of Nash equilibrium outcomes, S Govindan,,,Govindan, S
9955,"Berliant, M",ECA,2001,Income taxes and the provision of public goods: Existence of an optimum, M Berliant,,,Berliant, M
9956,"Page, Fh",ECA,2001,Income taxes and the provision of public goods: Existence of an optimum, Fh Page,?,?,Page, Fh
9957,"Euwals, R",EJ,2001,"Female labour supply, flexibility of working hours, and job mobility", R Euwals,,,Euwals, R
9958,"Forni, M",EJ,2001,Coincident and leading indicators for the EURO area, M Forni,,,Forni, M
9959,"Hallin, M",EJ,2001,Coincident and leading indicators for the EURO area, M Hallin,,,Hallin, M
9960,"Gmelin, J",EJ,2001,The decline of schooling productivity in OECD countries, J Gmelin,,,Gmelin, J
9961,"Hoffmann, M",EJ,2001,The relative dynamics of investment and the current account in the, M Hoffmann,,,Hoffmann, M
9962,"Green, K",EJ,2001,The demand for private medical insurance in the UK: A cohort analysis, K Green,,,Green, K
9963,"Han, S",EJ,2001,"Human capital, heterogeneity and estimated degrees of intergenerational", S Han,,,Han, S
9964,"Knack, S",EJ,2001,Trust and growth, S Knack,,,Knack, S
9965,"Hviid, M",EJ,2001,International procurement as a signal of export quality, M Hviid,,,Hviid, M
9966,"Boizot, C",EJ,2001,The demand for food products: An analysis of interpurchase times and, C Boizot,?,?,Boizot, C
9967,"Robin, Jm",EJ,2001,The demand for food products: An analysis of interpurchase times and, Jm Robin,,,Robin, Jm
9968,"Clinch, Jp",EJ,2001,Modelling winners and losers in contingent valuation of public goods:, Jp Clinch,,,Clinch, Jp
9969,"Collins, Wj",AER,2001,"Race, Roosevelt, and wartime production: Fair employment in World War II", Wj Collins,,,Collins, Wj
9970,"Prince, Jm",AER,2001,Tallest in the world: Native Americans of the great plains in the, Jm Prince,,,Prince, Jm
9971,"Maki, Dm",AER,2001,Household debt and the Tax Reform Act of 1986, Dm Maki,?,?,Maki, Dm
9972,"Dewenter, Kl",AER,2001,State-owned and privately owned firms: An empirical analysis of, Kl Dewenter,,,Dewenter, Kl
9973,"Malatesta, Ph",AER,2001,State-owned and privately owned firms: An empirical analysis of, Ph Malatesta,,,Malatesta, Ph
9974,"Macculloch, Rj",AER,2001,Preferences over inflation and unemployment: Evidence from surveys of, Rj Macculloch,,,Macculloch, Rj
9975,"Horowitz, Jl",ECA,2001,Nonparametric estimation of a generalized additive model with an unknown, Jl Horowitz,,,Horowitz, Jl
9976,"Ogaki, M",ECA,2001,Decreasing relative risk aversion and tests of risk sharing, M Ogaki,,,Ogaki, M
9977,"Zhang, Q",ECA,2001,Decreasing relative risk aversion and tests of risk sharing, Q Zhang,,,Zhang, Q
9978,"Doornik, Ja",EJ,2001,Constructing historical euro-zone data, Ja Doornik,,,Doornik, Ja
9979,"Cave, M",EJ,2001,Sports rights and the broadcast industry, M Cave,,,Cave, M
9980,"Flynn, Ma",EJ,2001,The analysis of professional sports leagues as joint ventures, Ma Flynn,,,Flynn, Ma
9981,"Sutherland, H",EJ,2001,Reducing child poverty in Britain: An assessment of government policy, H Sutherland,?,?,Sutherland, H
9982,"Szymanski, S",EJ,2001,"Income inequality, competitive balance and the attractiveness of team", S Szymanski,,,Szymanski, S
9983,"Todd, P",ECA,2001,Identification and estimation of treatment effects with a, P Todd,,,Todd, P
9984,"Erickson, T",ECA,2001,Constructing instruments for regressions with measurement error when no, T Erickson,,,Erickson, T
9985,"Morita, H",EJ,2001,Choice of technology and labour market consequences: An explanation of, H Morita,?,?,Morita, H
9986,"Sefton, M",EJ,2001,The sequential prisoner's dilemma: Evidence on reciprocation, M Sefton,,,Sefton, M
9987,"Dennis, R",EJ,2001,Inflation expectations and the stability properties of nominal GDP, R Dennis,,,Dennis, R
9988,"Kim, Ys",EJ,2001,"Liquidity, quality, production cost, and welfare in a search model of", Ys Kim,,,Kim, Ys
9989,"Yao, St",EJ,2001,"Liquidity, quality, production cost, and welfare in a search model of", St Yao,,,Yao, St
9990,"Carlin, W",EJ,2001,Export market performance of OECD countries: An empirical examination of, W Carlin,,,Carlin, W
9991,"Evans, Cl",AER,2000,"Money, sticky wages, and the great depression", Cl Evans,?,?,Evans, Cl
