index,InstID,InstName
2812,746,"U Missouri, Rolla"
2813,48,Penn State U
2814,351,"Institute of Social Studies, The Hague"
2815,958,Hofstra University
2816,21,Carnegie-Mellon U
2817,959,Wilmington College
2818,960,President's Commission on Federal Statistics
2819,66,"Baruch College, City University of New York"
2820,637,"Mathematica, Inc."
2821,754,"University of Illinois, Chicago Circle"
2822,231,Université du Québec à Montréal
2823,279,Université de Genève
2824,512,Instituto de Análisis Economico
2825,406,Higher School of Economics
2826,2,EdLabs
2827,564,Catalan Institute for Research and Advanced Studies
2828,962,Kasetsart University
2829,963,Gakushuin University
2830,684,Paine Webber
2831,964,Indiana University of Pennsylvania
2832,175,"Nuffield College, Oxford University"
2833,965,University of North Carolina at Charlotte
2834,966,Royal Economic Society
2835,967,"Bureau of the Budge, State of New York"
2836,174,"Trinity Hall, Cambridge"
2837,32,"Washington University, Saint Louis"
2838,136,State University of New York at Binghampton
2839,968,Ohio University
2840,969,Howard University
2841,39,"University of Massachusetts, Amherst"
2842,174,"Clare Hall, Cambridge University"
2843,278,Università delgi Studi di Bologna
2844,971,"Ministry of Finance, India"
2845,972,Universidad Nacional Autonoma de México
2846,973,Food and Agriculture Oranization of the United Nations
2847,974,Lionel Edie and Co.
2848,975,Human Resources Research Organization
2849,66,Hostos College of the City University of New York
2850,976,Kent State University
2851,977,Universität Münster
2852,978,San Francisco State College
2853,29,"University of Illinois, Urbana"
2854,979,National Board for Prices and Incomes
2855,980,Instituto de Pesquisas Ecológicas
2856,981,Federal University of Ceará
2857,126,California State College at Fullerton
2858,50,North Carolina State University at Raleigh
2859,66,City College of the City University of New York
2860,686,"Washington, D.C."
2861,803,Bureau of the Budget
2862,835,IBM Watson Research Center
2863,982,"Royal Military College, Duntroon"
2864,983,Lafayette College
2865,984,Real Estate Research Corporation
2866,985,Center for Studying Health System Change
2867,986,ADESS
2868,987,ISVV
2869,988,ERMES
2870,989,ALISS
2871,990,Council on Foreign Relations
2872,5,"Shorenstein Asia-Pacific Research Center, Stanford U"
2873,991,Mayo Clinic
2874,548,"ECARES, Free U Brussels"
2875,347,"CentER, Tilburg U"
2876,992,Alfred P. Sloan Foundation
2877,992,"Alfred P. Sloan Foundation, New York, NY"
2878,518,"Resources for the Future, Washington, DC"
2879,5,"Stanford Institute for Economic Policy Research, Stanford U"
2880,993,Kenneth and Anne Griffin Foundation
2881,993,"Kenneth and Anne Griffin Foundation, Chicago, IL"
2882,151,"US Military Academy, West Point"
2883,994,U Wollongong
2884,157,WV U
2885,6,"Economic Growth Center, Yale U"
2886,31,"Leonard D. Schaeffer Center for Health Policy and Economics, U Southern CA"
2887,250,"Sciences Po, Paris"
2888,251,"Graduate Institute, Geneva"
2889,111,"Loyola Law School, Los Angeles"
2890,596,FTC
2891,995,Norwegian U Science and Technology
2892,791,San Diego State U
2893,944,U San Francisco
2894,32,Washington U in St Louis
2895,393,"CERGE-EI, Prague"
2896,545,"Institute of Economics, Hungarian Academy of Sciences"
2897,996,Tartu U
2898,997,Bates White
2899,997,"Bates White LLC, Washington, DC"
2900,998,African Development Bank
2901,999,Appalachian State U
2902,729,Western MI U
2903,809,"Naval Postgraduate School, Monterey, CA"
2904,1000,U TX-Pan American
2905,1001,Eastern NM U
2906,1002,U Memphis
2907,969,Howard U
2908,1003,"U CO, Denver"
2909,1004,Nova Southeastern U
2910,240,U Victoria
2911,66,"Hunter College, CUNY"
2912,1005,Blue Cross Blue Shield of MA Foundation
2913,1005,"Blue Cross Blue Shield of MA Foundation, Boston, MA"
2914,1006,Bucknell U
2915,1007,"National Institute for Environmental Studies, Tsukuba"
2916,10,"Institute of the Environment and Sustainability, UCLA"
2917,2,"Littauer Center, Harvard U"
2918,2,"Taubman Center, Harvard U"
2919,240,Victoria U Wellington
2920,1008,De Nederlandsche Bank
2921,10,"Institute of the Environment, UCLA"
2922,1009,Westfield State U
2923,1000,U TX Pan American
2924,49,IN U-Purdue U Indianapolis
2925,1010,US Navy
2926,152,"US Naval Academy, Annapolis"
2927,475,"Centro de Microdatos, U Chile"
2928,779,TX Tech U
2929,3,"Becker Freidman Institute, U Chicago"
2930,702,"NERA, Boston, MA"
2931,519,"IFN, Stockholm"
2932,1011,Mexican Social Security Institute
2933,1011,"IMSS, Mexico City"
2934,1012,U Thai Chamber of Commerce
2935,171,"Royal Holloway, U London"
2936,246,"Centre for the Study of Choice, U Technology Sydney"
2937,217,"Social Science Centre, U Western Ontario"
2938,497,"IAB, Nuremberg"
2939,1013,St Lawrence U
2940,1014,Clarkson U
2941,588,US Bureau of the Census
2942,588,"Center for Economic Studies, US Bureau of the Census"
2943,19,"Labor Dynamics Institute, Cornell U"
2944,1015,AlphaSimplex Group
2945,331,Ecole Polytechnique Federale de Lausanne
2946,1016,"U Paris, Est Creteil Val-de-Marne"
2947,857,DG-ECFIN
2948,252,"CREI, Barcelona"
2949,720,Central MI U
2950,617,Federal Reserve Bank of St Louis
2951,169,"CEP, London School of Economics and Political Science"
2952,586,US Treasury Department
2953,1017,US Joint Committee on Taxation
2954,588,"NYCRDC, US Census Bureau"
2955,691,"Center for Global Development, Washington, DC"
2956,258,"CEMFI, Madrid"
2957,1019,Ramon Llul U
2958,1020,Providence College
2959,175,"Harris Manchester College, U Oxford"
2960,1021,Morehouse College
2961,1022,Morgan State U
2962,1023,U Johannesburg
2963,740,U Ottawa
2964,486,"CIE, ITAM, Mexico City"
2965,574,"Innovations for Poverty Action, New Haven, CT"
2966,574,"Innovations for Poverty Action, Paris"
2967,123,St Cloud State U
2968,1024,Netspar
2969,1025,Moody's Corporation
2970,5,"CISAC, Stanford U"
2971,52,"Law Center, Georgetown U"
2972,41,"Stony Brook U, SUNY"
2973,255,U Bocconi
2974,1026,U South Australia
2975,1027,FL Atlantic U
2976,160,MT State U
2977,156,U NE
2978,304,U Rome 
2979,1028,"Ministry of Finance, Japan"
2980,1028,Japanese Ministry of Finance
2981,1029,Russell Sage Foundation
2982,586,US Treasury
2983,1030,"Rockwool Foundation, Copenhagen"
2984,1031,Hanyang U
2985,508,"MEA, Max Planck Institute for Social Law and Social Policy, Munich"
2986,379,"CMR, U Cologne"
2987,31,"Leonard D Schaeffer Center for Health Policy and Economics, U Southern CA"
2988,670,"Citigroup Inc, New York, NY"
2989,530,"Urban Institute, Washington, DC"
2990,1000,"U TX, Pan American"
2991,265,"INSEAD, Singapore"
2992,1032,U Salento
2993,857,"European Commission, Brussels"
2994,513,"RAND Corporation, Santa Monica, CA"
2995,283,"MOVE, Bellaterra"
2996,1033,Catholic U Chile
2997,1034,Elon U
2998,742,"U NC, Greensboro"
2999,507,"CIDE, Mexico City"
3000,1035,El Colegio de Mexico
3001,1036,Washington and Lee U
3002,656,"Google, Mountain View, CA"
3003,272,"Ecole Polytechnique, Palaiseau"
3004,657,"eBay Research Labs, San Jose, CA"
3005,1037,Loughborough U
3006,5,"Hoover Institution, Stanford U"
3007,860,"Electric Power Research Institute, Palo Alto, CA"
3008,16,"Center for Data Science, NYU"
3009,338,"IIES, Stockholm U"
3010,13,"Institute for Policy Research, Northwestern U"
3011,703,Public Policy Institute of CA
3012,1038,"CDC, China"
3013,411,Hebrew U Jerusalem
3014,953,Ball State U
3015,1038,"National Center for Chronic and Non-communicable Disease Control and Prevention, China CDC"
3016,1039,U Cape Town
3017,5,"SIEPR, Stanford U"
3018,686,"Boston, MA"
3019,22,"Armstrong Institute for Patient Safety and Quality, Johns Hopkins U"
3020,496,"Einaudi Institute for Economics and Finance, Rome"
3021,1040,"IMT Institute for Advanced Studies, Lucca"
3022,880,"U CEMA, Buenos Aires"
3023,213,"Institute for Management and Innovation, U Toronto"
3024,423,"Wang Yanan Institute for Studies in Economics, Xiamen U"
3025,686,"Marina del Rey, CA"
3026,1041,DERASAT
3027,508,Munich Center for the Economics of Aging
3028,1042,Brigham and Women's Hospital
3029,1043,"Centros de Estudios Publicos, Santiago"
3030,1044,Lahore School of Economics
3031,1045,Agnes Scott College
3032,175,"COMPAS, U Oxford"
3033,950,University of Manitoba
3034,950,U Manitoba
3035,1046,Grand Valley State U
3036,1047,Hankuk U Foreign Studies
3037,492,"U Andes, Bogota"
3038,1048,University of Indonesia
3039,1049,Russian Privatization Center
3040,1050,Boston Consulting Group
3041,1051,FHLBank System
3042,617,Institute for Empirical Macroeconomics
3043,1052,University of Tübingen
3044,249,"University of Social Sciences, Toulouse"
3045,711,Bank of France
3046,283,Autonomous University of Barcelona
3047,624,Banca d'Italia
3048,313,Université de Lorraine
3049,171,Birkbeck University of London
3050,340,Bonn Graduate School of Economics
3051,485,Brazilian Institute of Economics (IBRE-FGV)
3052,66,Brooklyn College CUNY
3053,285,Ca' Foscari of Venice
3054,285,University Ca' Foscari of Venice
3055,285,Ca' Foscari University of Venice
3056,174,Cambridge Judge Business School
3057,202,Cardiff Business School
3058,369,Carl von Ossietzky University of Oldenburg
3059,369,Carl von Ossietzky University Oldenburg
3060,196,Cass Business School City University London
3061,621,Central Bank of the Republic of Turkey
3062,621,Central Bank of Republic of Turkey
3063,288,University Paris Dauphine
3064,397,Christian Albrechts University
3065,66,City Univ. of NY
3066,670,Citibank
3067,670,Citigroup Global Commodities
3068,670,Citigroup Energy Inc.
3069,422,City Univeristy of Hong Kong
3070,196,City University of London
3071,66,City University of New York Brooklyn College
3072,1014,Clarkson University
3073,109,College of William & Mary
3074,379,Cologne Graduate School
3075,379,EWI
3076,9,Columbia Univ
