,citation_author,citation_author_institution,citation_publication_date,citation_title,dc.description,dc.publisher,dc.subject,dc.type,url,accesses,citations
0,Robbert Maseland,"University of Groningen, Groningen, The Netherlands",2013/06,Parasitical cultures? The cultural origins of institutions and development,"Do cultural attitudes affect institutions and economic performance? This paper suggests they do. To measure the impact of cultural attitudes we use prevalence rates of the common parasite Toxoplasma gondii which is known to affect individual attitudes and societal values in predictable ways. By using prevalence rates of Toxoplasma as instrument for cultural variation, we are able to isolate the effects of cultural attitudes on institutions, distinguishing them from effects of institutions and economic outcomes on culture. We find that our indicators of cultural attitudes are significant determinants of institutional quality, and strong predictors of long-run economic performance.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9089-x,    1713 ,   23 
0,John W. Dawson/John J. Seater,"Department of Economics, Appalachian State University, Boone, USA/Department of Economics, North Carolina State University, Raleigh, USA",2013/06,Federal regulation and aggregate economic growth,"We introduce a new time series measure of the extent of federal regulation in the U.S. and use it to investigate the relationship between federal regulation and macroeconomic performance. We find that regulation has statistically and economically significant effects on aggregate output and the factors that produce it—total factor productivity (TFP), physical capital, and labor. Regulation has caused substantial reductions in the growth rates of both output and TFP and has had effects on the trends in capital and labor that vary over time in both sign and magnitude. Regulation also affects deviations about the trends in output and its factors of production, and the effects differ across dependent variables. Regulation changes the way output is produced by changing the mix of inputs. Changes in regulation offer a straightforward explanation for the productivity slowdown of the 1970s. Qualitatively and quantitatively, our results agree with those obtained from cross-section and panel measures of regulation using cross-country data.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9088-y,    1828 ,   46 
0,Raphael A. Auer,"Swiss National Bank, Zurich, Switzerland",2013/06,"Geography, institutions, and the making of comparative development","While the direct impact of geographic endowments on prosperity is present in all countries, in former colonies, geography has also affected colonization policies and, therefore, institutional outcomes. Using non-colonized countries as a control group, I re-examine the theories put forward by La Porta et al. (J Law Econ Org 15(1):222–279, 1999 and Acemoglu et al. (Am Econ Rev 91(5), 1369–1401, 2001. I find strong support for both theories, but also evidence that the authors’ estimates of the impact of colonization on institutions and growth are biased, since they confound the effect of the historical determinants of institutions with the direct impact of geographic endowments on development. In a baseline estimation, I find that the approach of Acemoglu et al. (2001) overestimates the importance of institutions for economic growth by 28 %, as a country’s natural disease environment affected settler mortality during colonization and also has a direct impact on prosperity. The approach of La Porta et al. (1999) underestimates the importance of colonization-imposed legal origin for institutional development by 63 %, as Britain tended to colonize countries that are remote from Europe and thus suffer from low access to international markets.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9087-z,    1760 ,   23 
0,Dominic Rohner/Mathias Thoenig/Fabrizio Zilibotti,"Department of Economics, University of Lausanne, Lausanne, Switzerland/Department of Economics, University of Lausanne, Lausanne, Switzerland/Department of Economics, University of Zurich, Zurich, Switzerland",2013/09,Seeds of distrust: conflict in Uganda,"We study the effect of civil conflict on social capital, focusing on Uganda’s experience during the last decade. Using individual and county-level data, we document large causal effects on trust and ethnic identity of an exogenous outburst of ethnic conflicts in 2002–2005. We exploit two waves of survey data from Afrobarometer (Round 4 Afrobarometer Survey in Uganda, 2000, 2008), including information on socioeconomic characteristics at the individual level, and geo-referenced measures of fighting events from ACLED. Our identification strategy exploits variations in the both the spatial and ethnic intensity of fighting. We find that more intense fighting decreases generalized trust and increases ethnic identity. The effects are quantitatively large and robust to a number of control variables, alternative measures of violence, and different statistical techniques involving ethnic and spatial fixed effects and instrumental variables. Controlling for the intensity of violence during the conflict, we also document that post-conflict economic recovery is slower in ethnically fractionalized counties. Our findings are consistent with the existence of a self-reinforcing process between conflicts and ethnic cleavages.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9093-1,    3048 ,   102 
0,Aart Kraay/Norikazu Tawara,"The World Bank, Washington, USA/Akita International University, Akita, Japan",2013/09,Can specific policy indicators identify reform priorities?,"Several detailed cross-country datasets measuring specific policy indicators relevant to business regulation and government integrity have been developed in recent years. The promise of these indicators is that they can be used to identify specific reforms that policymakers and aid donors can target in their efforts to improve the regulatory and institutional environment. Doing so, however, requires evidence on the partial effects of the many specific policy choices reflected in such datasets. In this paper we use Bayesian model averaging (BMA) to document the cross-country partial correlations between detailed policy indicators and several measures of regulatory and institutional outcomes. We find major instability in the set of policy indicators identified by BMA as important partial correlates of similar outcomes: specific policy indicators that matter for one outcome are, on average, not important correlates of other closely-related outcomes. This finding illustrates the difficulties in using highly-specific policy indicators to identify reform priorities using cross-country data.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9092-2,    689 ,   7 
0,Alessandra Cassar/Pauline Grosjean/Sam Whitt,"Department of Economics, University of San Francisco, San Francisco, USA/School of Economics, The University of New South Wales, Kensington, Australia/Department of Political Science, High Point University, High Point, USA",2013/09,Legacies of violence: trust and market development,"We study the effect of individual exposure to civil conflict on trust and preferences for market participation. We conducted behavioral experiments and surveys among 426 randomly selected individuals more than a decade after the end of the Tajik civil war. We find that exposure to violence undermines trust within localities, decreases the willingness to engage in impersonal exchange, and reinforces kinship-based norms of morality. The effect is strongest where infighting was most severe and where political polarization is high. Robustness of the results to the use of pre-war controls, village fixed effects, and alternative samples suggest that selection into victimization is unlikely to explain the results.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9091-3,    2024 ,   91 
0,Chad Turner/Robert Tamura/Sean E. Mulholland,"Department of Decision Sciences &amp; Economics, Texas A&amp;M University, Corpus Christi, USA/Department of Economics, Clemson University, Clemson, USA/Federal Reserve Bank of Atlanta, Atlanta, USA/Department of Economics, Stonehill College, Easton, USA",2013/12,"How important are human capital, physical capital and total factor productivity for determining state economic growth in the United States, 1840–2000?","This paper introduces new data on state-level physical capital by sector and land in the farm sector for the states of the United States from 1840 to 2000. These data are incorporated into aggregate accounting exercises with the aim of comparing cross-state results to those found in cross-country samples. Our aggregate results agree closely with the cross-country literature: input accumulation accounts for most of output growth, between three-fifths and three-quarters, but variation in the growth of TFP accounts for about three-quarters of the variation in the growth rate of output per worker. In convergence accounting, convergence of log TFP accounts for about seventy percent of the observed convergence in log output per worker.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9090-4,    2482 ,   22 
0,Kevin Hjortshøj O’Rourke/Ahmed S. Rahman/Alan M. Taylor,"University of Oxford, CEPR, and NBER, Oxford, UK/United States Naval Academy, Annapolis, USA/University of California, Davis, NBER, and CEPR, Davis, USA",2013/12,"Luddites, the industrial revolution, and the demographic transition","Technological change was unskilled-labor-biased during the early industrial revolution, but is skill-biased today. This implies a rich set of non-monotonic macroeconomic dynamics which are not embedded in extant unified growth models. We present historical evidence and develop a model which can endogenously account for these facts, where factor bias reflects profit-maximizing decisions by innovators. In a setup with directed technological change, and fixed as well as variable costs of education, initial endowments dictate that the early industrial revolution be unskilled-labor-biased. Increasing basic knowledge then causes a growth takeoff, an income-led demand for fewer but more educated children, and a transition to skill-biased technological change in the long run.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9096-y,    2175 ,   14 
0,Holger Strulik/Klaus Prettner/Alexia Prskawetz,"Department of Economics, University of Goettingen, Goettingen, Germany/Department of Economics, University of Goettingen, Goettingen, Germany/Institute of Mathematical Methods in Economics, Vienna University of Technology, Vienna, Austria/Vienna Institute of Demography, Austrian Academy of Sciences, Vienna, Austria/Wittgenstein Centre for Demography and Global Human Capital, Vienna, Austria",2013/12,The past and future of knowledge-based growth,"This paper consolidates two previously disconnected literatures. It integrates R&amp;D-based innovations into a unified growth framework with micro-founded fertility and schooling behavior. The theory suggests a refined view on the human factor in productivity growth. It helps to explain the historical emergence of R&amp;D-based growth and the subsequent emergence of mass education and the demographic transition. The model predicts that the erstwhile positive correlation between population growth and innovative activity turns negative during economic development. This “population-productivity reversal” explains why innovative modern economies are usually characterized by low or negative population growth. Because innovations in modern economies are based on the education of the workforce, the medium-run prospects for future economic growth—when fertility is going to be below replacement level in virtually all developed countries—are better than suggested by conventional R&amp;D-based growth theories.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9098-9,    1873 ,   66 
0,Jess Benhabib/Jesse Perla/Christopher Tonetti,"Department of Economics, New York University, New York, USA/Vancouver School of Economics, University of British Columbia, Vancouver, Canada/Graduate School of Business, Stanford University, Stanford, USA",2014/03,Catch-up and fall-back through innovation and imitation,"Will fast growing emerging economies sustain rapid growth rates until they “catch-up” to the technology frontier? Are there incentives for some developed countries to free-ride off of innovators and optimally “fall-back” relative to the frontier? This paper models agents growing as a result of investments in innovation and imitation. Imitation facilitates technology diffusion, with the productivity of imitation modeled by a catch-up function that increases with distance to the frontier. The resulting equilibrium is an endogenous segmentation between innovators and imitators, where imitating agents optimally choose to “catch-up” or “fall-back” to a productivity ratio below the frontier.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9095-z,    1898 ,   22 
0,Raquel Fernández,"Department of Economics, NYU, New York, USA/NBER, Cambridge, USA/CEPR, London, UK/ESOP, University of Oslo, Oslo, Norway/IZA, Bonn, Germany",2014/03,Women’s rights and development,"Why has the expansion of women’s economic and political rights coincided with economic development? This paper investigates this question by focusing on a key economic right for women: property rights. The basic hypothesis is that the process of development (i.e., capital accumulation and declining fertility) exacerbated the tension in men’s conflicting interests as husbands versus fathers, ultimately resolving them in favor of the latter. As husbands, men stood to gain from their privileged position in a patriarchal world whereas, as fathers, they were hurt by a system that afforded few rights to their daughters. The model predicts that declining fertility would hasten reform of women’s property rights whereas legal systems that were initially more favorable to women would delay them. The theoretical relationship between capital and the relative attractiveness of reform is non-monotonic but growth inevitably leads to reform. I explore the empirical validity of the theoretical predictions by using cross-state variation in the US in the timing of married women obtaining property and earning rights between 1850 and 1920.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9097-x,    2652 ,   29 
0,Daniel Halter/Manuel Oechslin/Josef Zweimüller,"Winterthur, Switzerland/Department of Economics, CentER, EBC, Tilburg University, Tilburg, The Netherlands/Department of Economics, University of Zurich, CEPR, CESifo, and IZA, Zurich, Switzerland",2014/03,Inequality and growth: the neglected time dimension,"Inequality affects economic performance through many mechanisms, both beneficial and harmful. Moreover, some of these mechanisms tend to set in fast while others are rather slow. The present paper (i) introduces a simple theoretical model to study how changes in inequality affect economic growth over different time horizons; (ii) empirically investigates the inequality–growth relationship, thereby relying on specifications derived from the theory. Our empirical findings are in line with the theoretical predictions: Higher inequality helps economic performance in the short term but reduces the growth rate of GDP per capita farther in the future. The long-run (or total) effect of higher inequality tends to be negative.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9099-8,    4279 ,   82 
0,Niels Framroze Møller/Paul Sharp,"DTU Management Engineering, Energy Systems Analysis, Technical University of Denmark, Roskilde, Denmark/Department of Economics, University of Copenhagen, København K, Denmark/Department of Business and Economics, University of Southern Denmark, Odense M, Denmark",2014/03,Malthus in cointegration space: evidence of a post-Malthusian pre-industrial England,"This paper re-examines the interaction between population growth and income per capita in pre-industrial England. Our results suggest that, as early as two centuries preceding the Industrial Revolution, England had already escaped the Malthusian Epoch and entered a post-Malthusian regime, where income per capita continued to spur population growth but was no longer stagnant. Our formulation of a post-Malthusian hypothesis implies cointegration between vital rates (birth- and death rates) and income and builds explicitly on a simple model of Malthusian stagnation. We show that this hypothesis can be interpreted as an extension of the latter model where the negative Malthusian feedback effect from population on income, as implied by diminishing returns to labor, is offset by a positive Boserupian and/or Smithian scale effect of population on technology.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9094-0,    920 ,   18 
0,Fabrice Murtin/Romain Wacziarg,"Organisation for Economic Co-operation and Development, Statistics Directorate, and Centre for the Economics of Education (London School of Economics and Political Science), Paris, France/UCLA Anderson School of Management, Los Angeles, USA/NBER, Cambridge, USA/CEPR, London, UK",2014/06,The democratic transition,"Over the last two centuries, many countries experienced regime transitions toward democracy. We document this democratic transition over a long time horizon. We use historical time series of income, education and democracy levels from 1870 to 2000 to explore the economic factors associated with rising levels of democracy. We find that primary schooling, and to a weaker extent per capita income levels, are strong determinants of the quality of political institutions. We find little evidence of causality running the other way, from democracy to income or education.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9100-6,    2033 ,   58 
0,Guido Cozzi/Silvia Galli,"Department of Economics, FGN-HSG, University of St. Gallen, St. Gallen, Switzerland/Department of Economics, FGN-HSG, University of St. Gallen, St. Gallen, Switzerland",2014/06,Sequential R&amp;D and blocking patents in the dynamics of growth,"The incentives to conduct basic or applied research play a central role for economic growth. How does increasing early innovation appropriability affect basic research, applied research, innovation and growth? In a common law system an explicitly dynamic macroeconomic analysis is appropriate. This paper analyzes the macroeconomic effects of patent protection by incorporating a two-stage cumulative innovation structure into a quality-ladder growth model with endogenous skill acquisition. We focus on two issues: (a) the over-protection versus the under-protection of intellectual property rights in basic research; (b) the evolution of jurisprudence shaping the bargaining power of the upstream innovators. We show that the dynamic general equilibrium interactions may seriously mislead the empirical assessment of the growth effects of IPR policy: stronger protection of upstream innovation always looks bad in the short- and possibly medium-run. We also provide a simple “rule of thumb” indicator of the basic researcher bargaining power.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-013-9101-5,    1169 ,   24 
0,Lisa D. Cook,"Michigan State University, East Lansing, USA",2014/06,"Violence and economic activity: evidence from African American patents, 1870–1940","Recent studies have examined the effect of political conflict and domestic terrorism on economic and political outcomes. This paper uses the rise in mass violence between 1870 and 1940 as an historical experiment for determining the impact of ethnic and political violence on economic activity, namely patenting. I find that violent acts account for more than 1,100 missing patents compared to 726 actual patents among African American inventors over this period. Valuable patents decline in response to major riots and segregation laws. Absence of the rule of law covaries with declines in patent productivity for white and black inventors, but this decline is significant only for African American inventors. Patenting responds positively to declines in violence. These findings imply that ethnic and political conflict may affect the level, direction, and quality of invention and economic growth over time.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-014-9102-z,    1001 ,   5 
0,Nicola Gennaioli/Rafael La Porta/Florencio Lopez De Silanes/Andrei Shleifer,"Bocconi University and IGIER, Milan, Italy/Dartmouth College, Hanover, USA/EDHEC Business School, Nice cedex 3, France/Harvard University, Cambridge, USA",2014/09,Growth in regions,"We use a newly assembled sample of 1,528 regions from 83 countries to compare the speed of per capita income convergence within and across countries. Regional growth is shaped by similar factors as national growth, such as geography and human capital. Regional convergence rate is about 2 % per year, comparable to that between countries. Regional convergence is faster in richer countries, and countries with better capital markets. A calibration of a neoclassical growth model suggests that significant barriers to factor mobility within countries are needed to account for the evidence.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-014-9105-9,    2929 ,   58 
0,Maxim Pinkovskiy/Xavier Sala-i-Martin,"Federal Reserve Bank of New York, New York, USA/Columbia University and NBER, New York, USA",2014/09,Africa is on time,"We present evidence that the recent African growth renaissance has reached Africa’s poor. Using survey data on African income distributions and national accounts GDP, we estimate income distributions, poverty rates, and inequality indices for African countries for the period 1990–2011. We show that: (1) African poverty is falling rapidly; (2) the African countries for which good inequality data exists are set to reach the Millennium Development Goal (MDG) poverty target on time. The entire continent except for the Democratic Republic of Congo (DRC) will reach the MDG in 2014, one year in advance, and adding the DRC will delay the MDG until 2018; (3) the growth spurt that began in 1995, if anything, decreased African income inequality instead of increasing it; (4) African poverty reduction is remarkably general: it cannot be explained by a large country, or even by a single set of countries possessing some beneficial geographical or historical characteristic. All classes of countries, including those with disadvantageous geography and history, experience reductions in poverty. In particular, poverty fell for both landlocked as well as coastal countries; for mineral-rich as well as mineral-poor countries; for countries with favorable or with unfavorable agriculture; for countries regardless of colonial origin; and for countries with below- or above-median slave exports per capita during the African slave trade.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-014-9103-y,    1770 ,   66 
0,Mesbah J. Motamed/Raymond J. G. M. Florax/William A. Masters,"U.S. Department of Agriculture, Economic Research Service, Washington, USA/Department of Agricultural Economics, Purdue University, West Lafayette, USA/Department of Spatial Economics, VU University Amsterdam, Amsterdam, The Netherlands/Tinbergen Institute, Amsterdam, The Netherlands/Friedman School of Nutrition and Department of Economics, Tufts University, Boston, USA",2014/09,"Agriculture, transportation and the timing of urbanization: Global analysis at the grid cell level","This paper addresses the timing of a location’s historical transition from rural to urban activity. We test whether urbanization occurs sooner in places with higher agricultural potential and comparatively lower transport costs, using worldwide data that divide the earth’s surface at half-degree intervals into 62,290 cells. From an independent estimate of each cell’s rural and urban population history over the last 2,000 years, we identify the date at which each cell achieves various thresholds of urbanization. Controlling for unobserved heterogeneity across countries through fixed effects and using a variety of spatial econometric techniques, we find a robust association between earlier urbanization and agro-climatic suitability for cultivation, having seasonal frosts, better access to the ocean or navigable rivers, and lower elevation. These geographic correlations become smaller in magnitude as urbanization proceeds, and there is some variation in the effects across continents. Aggregating cells into countries, we show that an earlier urbanization date is associated with higher per capita income today.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-014-9104-x,    1594 ,   25 
0,C. Justin Cook,"School of Social Sciences, Humanities, and Arts, University of California-Merced, Merced, USA",2014/12,The role of lactase persistence in precolonial development,"This paper argues that a genetic adaptation to the Neolithic Revolution led to differential levels of development in the precolonial era. The ability to digest milk, or to be lactase persistent, is conferred by a gene variant that is unequally distributed across the Old World. Milk provided qualitative and quantitative advantages to the diet that led to differences in the carrying capacities of respective countries. It is shown through a number of specifications that country-level variation in the frequency of lactase persistence is positively and significantly related to population density in 1,500 CE; specifically, a one standard deviation increase in the frequency of lactase persistent individuals (roughly 24 percentage points) is associated with roughly a 40 % increase in precolonial population density. This relationship is robust to a large number of sample specifications and potentially omitted variables.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-014-9109-5,    1536 ,   15 
0,Boris Gershman,"Department of Economics, American University, Washington, USA",2014/12,The two sides of envy,"The two sides of envy, destructive and constructive, give rise to qualitatively different equilibria, depending on the economic, institutional, and cultural environment. If investment opportunities are scarce, inequality is high, property rights are not secure, and social comparisons are strong, society is likely to be in the “fear equilibrium,” in which better endowed agents underinvest in order to avoid destructive envy of the relatively poor. Otherwise, the standard “keeping up with the Joneses” competition arises, and envy is satisfied through suboptimally high efforts. Economic growth expands the production possibilities frontier and triggers an endogenous transition from one equilibrium to the other causing a qualitative shift in the relationship between envy and economic performance: envy-avoidance behavior with its adverse effect on investment paves the way to creative emulation. From a welfare perspective, better institutions and wealth redistribution that move the society away from the low-output fear equilibrium need not be Pareto improving in the short run, as they unleash the negative consumption externality. In the long run, such policies contribute to an increase in social welfare due to enhanced productivity growth.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-014-9106-8,    1013 ,   11 
0,Tuan-Hwee Sng/Chiaki Moriguchi,"Department of Economics, National University of Singapore, Singapore, Singapore/Institute of Economic Research, Hitotsubashi University, Tokyo, Japan",2014/12,Asia’s little divergence: state capacity in China and Japan before 1850,"This paper explores the role of state capacity in the comparative economic development of China and Japan. Before 1850, both nations were ruled by stable dictators who relied on bureaucrats to govern their domains. We hypothesize that agency problems increase with the geographical size of a domain. In a large domain, the ruler’s inability to closely monitor bureaucrats creates opportunities for the bureaucrats to exploit taxpayers. To prevent overexploitation, the ruler has to keep taxes low and government small. Our dynamic model shows that while economic expansion improves the ruler’s finances in a small domain, it could lead to lower tax revenues in a large domain as it exacerbates bureaucratic expropriation. To check these implications, we assemble comparable quantitative data from primary and secondary sources. We find that the state taxed less and provided fewer local public goods per capita in China than in Japan. Furthermore, while the Tokugawa shogunate’s tax revenue grew in tandem with demographic trends, Qing China underwent fiscal contraction after 1750 despite demographic expansion. We conjecture that a greater state capacity might have prepared Japan better for the transition from stagnation to growth.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-014-9108-6,    6338 ,   31 
0,Nancy L. Stokey,"University of Chicago, Chicago, USA",2015/03,Catching up and falling behind,"This paper studies the interaction between technology, a public input that flows in from abroad, and human capital, a private input that is accumulated domestically, as twin engines of growth in a developing economy. The model displays two types of long run behavior, depending on policies and initial conditions. One is sustained growth, where the economy keeps pace with the technology frontier. The other is stagnation, where the economy converges to a minimal technology level that is independent of the world frontier. In a calibrated version of the model, transition paths after a policy change can display rapid growth, as in modern growth ‘miracles.’ In these economies policies that promote technology inflows are much more effective than subsidies to human capital accumulation in accelerating growth. A policy reversal produces a ‘lost decade,’ a period of slow growth that permanently reduces the level of income and consumption.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-014-9110-z,    1574 ,   16 
0,Carl-Johan Dalgaard/Holger Strulik,"Department of Economics, University of Copenhagen, Copenhagen K, Denmark/CEPR, London, UK/Department of Economics, University of Goettingen, Göttingen, Germany",2015/03,The physiological foundations of the wealth of nations,"In the present paper we advance a theory of pre-industrial growth where body size and population size are endogenously determined. Despite the fact that parents invest in both child quantity and productivity enhancing child quality, a take-off does not occur due to a key “physiological check”: if human body size rises, subsistence requirements will increase. This mechanism turns out to be instrumental in explaining why income stagnates near an endogenously determined subsistence boundary. Key predictions of the model are examined using data for ethnic groups as well as for sub-national regions.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-015-9112-5,    867 ,   14 
0,Nune Hovhannisyan/Wolfgang Keller,"Department of Economics, Loyola University Maryland, Baltimore, USA/CESifo, University of Munich, Munich, Germany/University of Colorado, Boulder, USA/CEPR, London, UK/NBER, Cambridge, USA",2015/03,International business travel: an engine of innovation?,"While it is well known that managers prefer in-person meetings for negotiating deals and selling their products, face-to-face communication may be particularly important for the transfer of technology because technology is best explained and demonstrated in person. This paper studies the role of short-term cross-border labor movements for innovation by estimating the recent impact of U.S. business travel to foreign countries on their patenting rates. Business travel is shown to have a significant effect up and beyond technology transfer through international trade and foreign direct investment. On average, a 10 % increase in business travel leads to an increase in patenting by about 0.2 %, and inward business travel is about one fourth as potent for innovation as domestic R&amp;D spending. We show that the technological knowledge of each business traveler matters by estimating a higher impact for travelers that originate in U.S. states with substantial innovation, such as California. This study provides initial evidence that international air travel may be an important channel through which cross-country income differences can be reduced.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-014-9107-7,    2072 ,   25 
0,Jean Louis Arcand/Enrico Berkes/Ugo Panizza,"Department of International Economics, The Graduate Institute of International and Development Studies, Geneva 21, Switzerland/FERDI, Clermont-Ferrand, France/Department of Economics, Northwestern University, Evanston, (USA)/Department of International Economics, The Graduate Institute of International and Development Studies, Geneva 21, Switzerland/CEPR, London, UK",2015/06,Too much finance?,"This paper examines whether there is a threshold above which financial depth no longer has a positive effect on economic growth. We use different empirical approaches to show that financial depth starts having a negative effect on output growth when credit to the private sector reaches 100 % of GDP. Our results are consistent with the “vanishing effect” of financial depth and that they are not driven by endogeneity, output volatility, banking crises, low institutional quality, or by differences in bank regulation and supervision.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-015-9115-2,    8364 ,   257 
0,Markus Brueckner/Era Dabla Norris/Mark Gradstein,"University of Queensland, Brisbane, Australia/IMF, Washington, USA/BGU, Beer Sheva, Israel",2015/06,National income and its distribution,"This paper revisits the effect of national income on distributional equality. Although the link between the two has featured prominently in the literature, a causal effect has been difficult to pin down due to the endogeneity of these variables. We use plausibly exogenous variations in the incomes of countries’ trading partners weighted by the level of trade flows, and international oil price shocks, as instruments for within-country variations in countries’ real GDP per capita. Controlling for country and time fixed effects, our instrumental variables regressions show that increases in national income have a significant moderating effect on income inequality: a 1 % increase in real GDP per capita reduces the Gini coefficient by around 0.08 percentage points on average. We document that education is one possible channel that mediates this relationship, and explore the implications of our findings for the welfare effect of national income growth.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-015-9113-4,    1874 ,   10 
0,Tommy E. Murphy,"Department of Policy Analysis and Public Management (PAM) and Dondena Centre for Research on Social Dynamics and Public Policy, Università Bocconi, Milan, Italy",2015/06,Old habits die hard (sometimes),"Unified growth theory suggests the fertility decline was crucial for achieving long-term growth, yet the causes behind that decline are still not entirely clear from an empirical point of view. In particular for France, the first country to experience this demographic transition in the European context, the reasons why some areas of the country had lower fertility than others are poorly understood. Using département level data for the last quarter of the nineteenth century, this paper exploits the French regional variation to study the correlates of fertility, estimating various fixed-effects models. The findings confirm the importance of some of the forces suggested by standard fertility choice models. Education in general, female education in particular, for example, seems to be crucial. Results also highlight the relevance of non-economic factors (such as secularisation), for which I provide new measurements. The presence of spatial dependence also suggests that diffusion of fertility played a particular role.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-015-9111-6,    874 ,   24 
0,Philippe Aghion/Peter Howitt/Susanne Prantl,"Harvard University, Cambridge, USA/Brown University, Providence, USA/University of Cologne, Cologne, Germany",2015/09,"Patent rights, product market reforms, and innovation","In this paper, we provide empirical evidence to the effect that strong patent rights may complement competition-increasing product market reforms in fostering innovation. First, we find that the product market reform induced by the large-scale internal market reform of the European Union in 1992 enhanced, on average, innovative investments in manufacturing industries of countries with strong patent rights since the pre-sample period, but not so in industries of countries with weaker patent rights. Second, the positive response to the product market reform is more pronounced in industries where, in general, innovators tend to value patent protection higher than in other industries, except for the manufacture of electrical and optical equipment. The observed complementarity between competition and patent protection can be rationalized using a Schumpeterian growth model with step-by-step innovation. In such a model, better patent protection prolongs the period over which a firm that successfully escapes competition by innovating, actually enjoys higher monopoly rents from its technological upgrade.",Springer,Economic Growth/Macroeconomics/Monetary Economics//Financial Economics/International Economics,OriginalPaper,https://link.springer.com//article/10.1007/s10887-015-9114-3,    2480 ,   27 
